,name,source_facility_type,ages,capacity,infant,toddler,school_age,facility_type,full_address,provider
451,Kingsclear First Nation Daycare,Full-time Centre,"Infant, Preschool",33.0,Y,Y,N,Day Care,712 Church Street Kingsclear First Nation E3E 1K8 (506) 363-4047,Province of New Brunswick
452,KINGSWOOD ACADEMY 1,Full-time Centre,Preschool,31.0,N,Y,N,Day Care,1535 Ryan Street Moncton E1G 2V4 (506) 869-8980,Province of New Brunswick
453,KINGSWOOD ACADEMY 2,Part-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,1535 Ryan Street Moncton E1G 2V4 (506) 869-8980,Province of New Brunswick
454,KINGSWOOD ACADEMY 3,Full-time Centre,"Infant, Preschool",48.0,Y,Y,N,Day Care,1535 Ryan Street Moncton E1G 2V4 (506) 869-8980,Province of New Brunswick
455,KINGSWOOD ACADEMY 4,Part-time Centre,School-age,30.0,N,N,Y,Day Care,1530 Ryan Street Moncton E1G 2V3 (506) 869-8980,Province of New Brunswick
456,KINGSWOOD ACADEMY 5,Full-time Centre,"Preschool, School-age",52.0,N,Y,Y,Day Care,1535 Ryan Street Moncton E1G 2V4 (506) 869-8980,Province of New Brunswick
457,Kountry Kids Clubhouse,Part-time Centre,"Preschool, School-age",15.0,N,Y,Y,Day Care,30 Alcorn avenue Blackville E9E 1Y2 (506) 625-3388,Province of New Brunswick
458,KOUNTRY KIDS EARLY LEARNING AND CARE,Full-time Centre,"Infant, Preschool, School-age",15.0,Y,Y,Y,Day Care,236 Northwest Road Sunny Corner E9E 1K8 (506) 836-7722,Province of New Brunswick
459,KREATIVE KIDS,Full-time Centre,"Preschool, School-age",38.0,N,Y,Y,Day Care,2041 Mountain Road Moncton E1G 1B1 (506) 384-1904,Province of New Brunswick
460,KROK SOLEIL '' MAISON'' Enr.,Part-time Centre,School-age,60.0,N,N,Y,Day Care,34 avenue 37 Ime Edmundston E3V 2W7 (506) 739-5455,Province of New Brunswick
461,La Boussole I,Full-time Centre,Preschool,60.0,N,Y,N,Day Care,45 rue Morgan Richibucto E4W 4E8 (506) 523-7724,Province of New Brunswick
462,LA BOUSSOLE II,Full-time Centre,Preschool,40.0,N,Y,N,Day Care,3 49 rue du Collge Saint-Louis-De-Kent E4X 1C2 (506) 876-9185,Province of New Brunswick
463,LA BOUSSOLE III,Full-time Centre,"Infant, Preschool",25.0,Y,Y,N,Day Care,52 rue High Richibucto E4W 5M8 (506) 524-9088,Province of New Brunswick
464,LA BOUSSOLE IV,Part-time Centre,School-age,30.0,N,N,Y,Day Care,3 49 rue du Collge Saint-Louis-De-Kent E4X 1C2 (506) 523-7724,Province of New Brunswick
465,La Boussole V,Part-time Centre,School-age,30.0,N,N,Y,Day Care,149 rue Acadie Richibucto E4W 4E8 (506) 521-1705,Province of New Brunswick
466,LA GARDERIE CHEZ ANNIE ET SES AMIS,Home,School-age,9.0,N,N,Y,Home,121 avenue Smith Shediac E4P 2S8 (506) 351-0394,Province of New Brunswick
467,LA GARDERIE CHEZ MARTINE,Full-time Centre,"Infant, Preschool, School-age",15.0,Y,Y,Y,Day Care,78 rue Mathilde Dieppe E1A 7V2 (506) 855-6988,Province of New Brunswick
468,La Garderie Chouette,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,138 Street Willis Fredericton E3A 5H3 (506) 457-5517,Province of New Brunswick
469,LA GARDERIE JE JOUE ET J'APPRENDS,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,172 Street Main Shediac E4P 2C9 (506) 532-1444,Province of New Brunswick
470,La Garderie la Sagouine et ses p'tits acadien Inc.,Full-time Centre,"Infant, Preschool, School-age",32.0,Y,Y,Y,Day Care,73 rue Mclaughlin Bouctouche E4S 3P3 (506) 743-5099,Province of New Brunswick
471,La garderie Les Chatouilles,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,859 rue Ste-Marie Sainte-Marie-Saint-Raphal E8T 1S9 (506) 888-4742,Province of New Brunswick
472,LA GARDERINADE,Part-time Centre,School-age,15.0,N,N,Y,Day Care,158 rue Albini Dieppe E1A 1T7 (506) 855-4947,Province of New Brunswick
473,La Garde'rire-Centre ducatif de Cocagne,Full-time Centre,"Infant, Preschool, School-age",58.0,Y,Y,Y,Day Care,4783 route 134 Cocagne E4R 2Y2 (506) 345-1800,Province of New Brunswick
474,LA P'TITE ECOLE,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,102 Avenue Confederation New Maryland E3C 1E5 (506) 474-1034,Province of New Brunswick
475,LA P'TITE GARDERIE DE STE. ANNE,Full-time Centre,"Infant, Preschool, School-age",25.0,Y,Y,Y,Day Care,7554 Route 134 Sainte-Anne-de-Kent E4S 1H2 (506) 743-6038,Province of New Brunswick
476,LA P'TITE GARDERIE D'EN HAUT,Part-time Centre,School-age,24.0,N,N,Y,Day Care,7554 Route 134 Sainte-Anne-de-Kent E4S 1H2 (506) 743-6038,Province of New Brunswick
477,La Valle des Dcouvreurs,Full-time Centre,Preschool,60.0,N,Y,N,Day Care,Road Quispamsis Quispamsis E2E 0R7 (506) 847-6283,Province of New Brunswick
478,LADY BUG PLAY CENTER,Part-time Centre,School-age,15.0,N,N,Y,Day Care,260 Crowley Farm Road Moncton E1A 7P8 (506) 381-1411,Province of New Brunswick
479,LANEY'S PLAYSCHOOL,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,125 Hillview Avenue Riverview E1B 1M1 (506) 871-6806,Province of New Brunswick
480,Laura's Learning Garden,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,5 Meadow Green Court Fredericton E3B 5L8 (506) 260-5147,Province of New Brunswick
481,Le Centre ducatif des aventuriers limite,Full-time Centre,"Infant, Preschool, School-age",37.0,Y,Y,Y,Day Care,531 chemin La Montain Memramcook E4K 1H1 (506) 758-9611,Province of New Brunswick
482,LE CENTRE PARASCOLAIRE LA GARDRISSON,Part-time Centre,School-age,58.0,N,N,Y,Day Care,421 chemin Melanson Dieppe E1A 1A5 (506) 859-4010,Province of New Brunswick
483,LE CENTRE PRSCOLAIRE LA GARDRISSON INC.,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,705 chemin Melanson Dieppe E1A 7N8 (506) 859-4010,Province of New Brunswick
484,LE CHTEAU DES BOUTS CHOUX,Full-time Centre,"Preschool, School-age",18.0,N,Y,Y,Day Care,469 Street Main Shediac E4P 2C2 (506) 532-9286,Province of New Brunswick
485,LE CLUB ANNA MALENFANT 2,Part-time Centre,School-age,30.0,N,N,Y,Day Care,500 rue Centrale Dieppe E1A 6V7 (506) 383-8470,Province of New Brunswick
486,LE CLUB STE THRSE,Part-time Centre,School-age,54.0,N,N,Y,Day Care,500 rue Notre-Dame Dieppe E1A 5C2 (506) 855-7417,Province of New Brunswick
487,LE COIN DES PETITES SOURIS,Full-time Centre,"Preschool, School-age",24.0,N,Y,Y,Day Care,9573 rue Main Richibucto E4W 4C3 (506) 523-7477,Province of New Brunswick
488,LE GARDE AMIS,Part-time Centre,School-age,60.0,N,N,Y,Day Care,401 chemin Melanson Dieppe E1A 1A5 (506) 857-1098,Province of New Brunswick
489,LE GAROUSSI,Part-time Centre,School-age,60.0,N,N,Y,Day Care,101 Avenue Gross Moncton E1C 7H3 (506) 858-0185,Province of New Brunswick
490,LE JARDIN DU SOLEIL 2016,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,3894 Route 134 Shediac Bridge E4R 1T7 (506) 532-1337,Province of New Brunswick
491,LE JOUGARDI INC.,Part-time Centre,School-age,56.0,N,N,Y,Day Care,210 Drive Erinvale Moncton E1A 9T4 (506) 856-5950,Province of New Brunswick
492,LE PAVILLON DU SOMMET,Part-time Centre,School-age,60.0,N,N,Y,Day Care,701 Street Ryan Moncton E1G 5R2 (506) 382-3282,Province of New Brunswick
493,LE PAVILLON DU SOMMET 2,Part-time Centre,School-age,30.0,N,N,Y,Day Care,701 Street Ryan Moncton E1G 5R2 (506) 382-3282,Province of New Brunswick
494,Learn With Me Childcare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,257 Sunbury Drive Fredericton Junction E5L 1S3 (506) 368-1091,Province of New Brunswick
495,Learning Ladder Afterschoolers,Part-time Centre,School-age,13.0,N,N,Y,Day Care,9 361 Wiliam Bell Drive Hampton E5N 6B4 (506) 832-9091,Province of New Brunswick
496,LEARNING LADDER EARLY EDUCATION CENTRE,Full-time Centre,"Infant, Preschool, School-age",59.0,Y,Y,Y,Day Care,361 William Bell Drive Hampton E5N 6B4 (506) 832-9091,Province of New Brunswick
497,L'colo-Halte,Part-time Centre,School-age,25.0,N,N,Y,Day Care,261 rue Acadie Grande-Anse E8N 1B1 (506) 732-3295,Province of New Brunswick
498,L'nergicentre,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,1 rue de l'Ecole Val-d'Amour E3N 5E1 (506) 753-3596,Province of New Brunswick
499,Les 30 Watts,Part-time Centre,School-age,60.0,N,N,Y,Day Care,715 Street Priestman Fredericton E3B 5W7 (506) 458-9915,Province of New Brunswick
500,LES AMI(E)S NANETTE,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,5337 Route 134 Cocagne E4R 2Z1 (506) 576-2580,Province of New Brunswick
501,Les amis Julie,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,2567 Road Sainte-Anne Sainte-Anne Gloucester Co E2A 6Z5 (506) 546-5699,Province of New Brunswick
502,Les Aventuriers de la Valle,Part-time Centre,School-age,60.0,N,N,Y,Day Care,Road Quispamsis Quispamsis E2E 0R7 (506) 847-6283,Province of New Brunswick
503,Les Beaux Soleils,Full-time Centre,Infant,20.0,Y,N,N,Day Care,300 Road Beaverbrook Miramichi E1V 1A1 (506) 622-7870,Province of New Brunswick
504,Les Etoiles de Marguerite-Bourgeoys,Part-time Centre,School-age,60.0,N,N,Y,Day Care,238 rue Marguerite-Bourgeoys Caraquet E1W 1B7,Province of New Brunswick
505,Les Flots,Full-time Centre,"Preschool, School-age",45.0,N,Y,Y,Day Care,300 Road Beaverbrook Miramichi E1V 1A1 (506) 627-4223,Province of New Brunswick
506,Les Mini-Michis,Full-time Centre,"Infant, Preschool",50.0,Y,Y,N,Day Care,300 Road Beaverbrook Miramichi E1V 1A1 (506) 622-7870,Province of New Brunswick
507,LES PETITES SAUTERELLES,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,405 rue Vanier Dieppe E1A 6J6 (506) 233-4700,Province of New Brunswick
508,LES PETITS CURIEUX,Full-time Centre,"Infant, Preschool, School-age",27.0,Y,Y,Y,Day Care,101 rue Alphonse Shediac E4P 1C9 (506) 351-1119,Province of New Brunswick
509,LES PETITS FLOCONS,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,341 rue Gasp Dieppe E1A 6C6 (506) 384-3324,Province of New Brunswick
510,Les P'tits Baie Marins,Full-time Centre,"Infant, Preschool, School-age",56.0,Y,Y,Y,Day Care,5362 route 117 Baie-Sainte-Anne E9A 1V9 (506) 228-4563,Province of New Brunswick
511,Les P'tits Coeurs Mamie,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,77 chemin Paulin Rivire--La-Truite E1X 3L5 (506) 395-9840,Province of New Brunswick
512,Les p'tits trsors de Steph,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,160 chemin Desjardins DSL de Drummond E3Y 1V3 (506) 473-6387,Province of New Brunswick
513,Les Soleils Enchants,Full-time Centre,"Infant, Preschool",57.0,Y,Y,N,Day Care,Road Quispamsis Quispamsis E2E 0R7 (506) 847-6283,Province of New Brunswick
514,Les Vortex de la Valle,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,Road Quispamsis Quispamsis E2E 0R7 (506) 847-6283,Province of New Brunswick
515,Les Voyageurs,Part-time Centre,School-age,47.0,N,N,Y,Day Care,300 Road Beaverbrook Miramichi E1V 1A1 (506) 627-4125,Province of New Brunswick
516,Letourneau's Early Learning Centre,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,31 Prince William Street Campbellton E3N 1X5 (506) 753-7778,Province of New Brunswick
517,L'Eveil Enfantin,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,715 Street Priestman Fredericton E3B 5W7 (506) 458-9915,Province of New Brunswick
518,Liddle Skiddle's Club,Full-time Centre,Preschool,15.0,N,Y,N,Day Care,116 Connell Park Road Woodstock E7M 1M4 (506) 328-3136,Province of New Brunswick
519,L'IL CRITTERS EARLY LEARNING AND CARE,Full-time Centre,"Preschool, School-age",34.0,N,Y,Y,Day Care,227 Wellington Street Miramichi E1N 1N1 (506) 622-3200,Province of New Brunswick
520,LI'L SAND PEEPS CO-OPERATIVE DAYCARE,Full-time Centre,"Infant, Preschool, School-age",20.0,Y,Y,Y,Day Care,A 18 Harrop Avenue Dorchester E4K 2X9 (506) 688-4463,Province of New Brunswick
521,Lil Whooo's Daycare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,31 Concorde Drive Lincoln E3B 7G8 (506) 474-8110,Province of New Brunswick
522,Lincoln After School Program,Part-time Centre,School-age,19.0,N,N,Y,Day Care,5 Maple Leaf Drive Lincoln E3B 7G9 (506) 458-9144,Province of New Brunswick
523,Lincoln Curious Kids Child Care,Part-time Centre,"Preschool, School-age",27.0,N,Y,Y,Day Care,2475 Lincoln Road Lincoln E3B 7E6 (506) 451-5342,Province of New Brunswick
524,Lincoln Day Care Centre,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,5 Maple Leaf Drive Lincoln E3B 7G9 (506) 458-9144,Province of New Brunswick
525,LISA ASTLE'S KOUNTRY KIDS AFTER SCHOOL CLUB IN NSEE,Part-time Centre,School-age,20.0,N,N,Y,Day Care,36 Northwest Road Sunny Corner E9E 1J4,Province of New Brunswick
526,LISA'S PLAYHOUSE,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,14 Ballymaginthy Way Roachville E4G 2X1 (506) 433-2273,Province of New Brunswick
527,Little Adventures Big Learning Academy,Home,"Preschool, School-age",6.0,N,Y,Y,Home,25 Doherty Street New Maryland E3C 1C3 (506) 454-2516,Province of New Brunswick
528,LITTLE ANGELS DAYCARE,Full-time Centre,"Infant, Preschool, School-age",59.0,Y,Y,Y,Day Care,815 Loch Lomond Road Saint John E2J 1Y9 (506) 696-5155,Province of New Brunswick
529,Little Bits Early Learning and Care 2,Full-time Centre,"Infant, Preschool, School-age",15.0,Y,Y,Y,Day Care,107 Henderson Street Miramichi E1N 2R8 (506) 625-0045,Province of New Brunswick
530,LITTLE BLESSINGS AFTER SCHOOL CARE,Part-time Centre,School-age,44.0,N,N,Y,Day Care,30 Vincent Road Rothesay E2E 1A2 (506) 848-6373,Province of New Brunswick
531,LITTLE BLESSINGS DAYCARE AND PRESCHOOL,Full-time Centre,"Preschool, School-age",30.0,N,Y,Y,Day Care,30 Vincent Road Quispamsis E2E 1A2 (506) 848-6373,Province of New Brunswick
532,Little Blossoms Learning Centre,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,86 Meenans Cove Road Quispamsis E2E 1M7 (506) 647-4969,Province of New Brunswick
533,Little Caterpillars Daycare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,22 Abel rue Dieppe E1A 7X2 (506) 380-0996,Province of New Brunswick
534,Little Dreamers Childcare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,Oromocto (506) 261-3310,Province of New Brunswick
535,Little Feathers Early Learning Centre,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,14 Okisu Trail Madawaska Maliseet First Nation E7C 0C6 (506) 739-5669,Province of New Brunswick
536,Little Geniuses Afterschool Program,Part-time Centre,School-age,30.0,N,N,Y,Day Care,25 Main Street Fredericton E3A 1B7 (506) 453-7759,Province of New Brunswick
537,Little Geniuses Day Care Centre,Full-time Centre,"Infant, Preschool, School-age",59.0,Y,Y,Y,Day Care,41 Royal Parkway Road Fredericton E3G 0J9 (506) 453-7759,Province of New Brunswick
538,LITTLE HARVARD AFTER SCHOOL HAVELOCK CAMPUS,Part-time Centre,School-age,60.0,N,N,Y,Day Care,576 Havelock Street Saint John E2M 2Y2 (506) 632-1300,Province of New Brunswick
539,LITTLE HARVARD EARLY LEARNING CENTRE,Full-time Centre,"Infant, Preschool",45.0,Y,Y,N,Day Care,531 Dunn Avenue Saint John E2M 2W6 (506) 632-1300,Province of New Brunswick
540,Little Harvard Early Learning Centre-Gondola Point Campus,Full-time Centre,"Infant, Preschool, School-age",28.0,Y,Y,Y,Day Care,259 Gondola Point Road Rothesay E2E 1Z9 (506) 632-1300,Province of New Brunswick
541,LITTLE HUMMINGBIRDS DAYCARE,Part-time Centre,School-age,15.0,N,N,Y,Day Care,287 Storey Road Moncton E1A 7P4 (506) 229-2102,Province of New Brunswick
542,Little Ladybugs Childcare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,3051 104 Route Middle Hainesville E6E 1H9 (506) 260-1400,Province of New Brunswick
543,Little Land Learning Centre,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,435 Brookside Drive Fredericton E3A 8V4 (506) 458-5552,Province of New Brunswick
544,LITTLE LEADERS,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,23 Maple Grove Terrace Saint John E2K 2H9 (506) 639-4968,Province of New Brunswick
545,LITTLE MIRACLES DAY CARE/LA GARDERIE DES PETITS MIRACLES,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,11 Fleur-De-Lis rue Richibucto E4W 3Z7 (506) 523-1817,Province of New Brunswick
546,Little Munchkins Preschool Center 2017,Full-time Centre,"Infant, Preschool",40.0,Y,Y,N,Day Care,2288 640 Highway Hanwell E3E 2E8 (506) 474-1843,Province of New Brunswick
547,Little Rascals Daycare,Full-time Centre,"Infant, Preschool, School-age",42.0,Y,Y,Y,Day Care,145 Smith Road Waterville-Sunbury E2V 3V3 (506) 208-1328,Province of New Brunswick
548,LITTLE SPROUTS DAY CARE,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,517 Pierre rue Dieppe E1A 7H5 (506) 380-5338,Province of New Brunswick
549,LITTLE STEPS CHILD CARE,Full-time Centre,"Infant, Preschool, School-age",29.0,Y,Y,Y,Day Care,85 Renfrew Street Petitcodiac E4Z 4S6 (506) 756-3660,Province of New Brunswick
550,LITTLE STEPS HAVELOCK,Full-time Centre,"Infant, Preschool, School-age",38.0,Y,Y,Y,Day Care,13 Cross Road Havelock E4Z 5E8 (506) 534-2325,Province of New Brunswick
551,Little Tater Tots Daycare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,129 Debec Road Debec E7N 2B9 (506) 324-4074,Province of New Brunswick
552,LITTLE TREASURES CHILD CARE,Full-time Centre,"Infant, Preschool",65.0,Y,Y,N,Day Care,15 Everett Street Moncton E1C 3Z6 (506) 387-8044,Province of New Brunswick
553,Little Treasures Future Leaders,Part-time Centre,School-age,33.0,N,N,Y,Day Care,15 Everett Street Moncton E1C 3Z6 (506) 387-8044,Province of New Brunswick
554,Little Treehouse on Killarney,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,258 Route 148 Killarney Road Nashwaak Village E3G 9E2 (506) 472-6262,Province of New Brunswick
555,LITTLE TYKES LEARNING CENTER,Full-time Centre,"Preschool, School-age",40.0,N,Y,Y,Day Care,120 Lorne Street Moncton E1C 0J3 (506) 384-7513,Province of New Brunswick
556,LIVING WATERS AFTER SCHOOL PROGRAM,Part-time Centre,School-age,30.0,N,N,Y,Day Care,36 Mountain Road Saint John E2J 2X1 (506) 652-4696,Province of New Brunswick
557,LIVING WATERS CHILD DEVELOPMENT CENTRE,Full-time Centre,"Infant, Preschool",40.0,Y,Y,N,Day Care,36 Mountain Road Saint John E2J 2X1 (506) 652-4696,Province of New Brunswick
558,Look at us Grow Daycare,Full-time Centre,"Infant, Preschool",15.0,Y,Y,N,Day Care,110 Snow Avenue Moncton E1C 8B2 (506) 384-8010,Province of New Brunswick
559,LOVE AND LEARN CHILD CARE CENTER,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,85 Old Coach Road Riverview E1B 1N9 (506) 386-3149,Province of New Brunswick
560,Madi's Friends Daycare Ltd.,Full-time Centre,"Preschool, School-age",39.0,N,Y,Y,Day Care,714 boulevard Everard Daigle Grand-Sault/Grand Falls E3Z 3C6 (506) 426-1532,Province of New Brunswick
561,MAGNETIC HILL ACADEMY,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,777 Front Mountain Road Moncton E1G 3H2 (506) 961-6494,Province of New Brunswick
562,Mama Bears Daycare,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,68 Lansdown Avenue Oromocto E2V 4S1 (506) 208-3008,Province of New Brunswick
563,MAMA'S TREE HOUSE DAY CARE,Full-time Centre,"Preschool, School-age",32.0,N,Y,Y,Day Care,182 Purdy Avenue Moncton E1C 7W4 (506) 384-1464,Province of New Brunswick
564,Maude & Dot Preschool,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,1496 105 Route Mactaquac E6L 1B8 (506) 363-4640,Province of New Brunswick
565,MEGAN'S MUNCHKINS,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,430 776 Route Grand Manan E5G 2C1 (506) 662-4242,Province of New Brunswick
566,Mel's Toddler Town,Full-time Centre,"Preschool, School-age",15.0,N,Y,Y,Day Care,42 Craig Crescent Saint John E2K 4J4 (506) 609-4070,Province of New Brunswick
567,MILLIDGE AVENUE TOT SPOT CHILDCARE,Full-time Centre,Preschool,24.0,N,Y,N,Day Care,312 Millidge Avenue Saint John E2K 2N1 (506) 635-8549,Province of New Brunswick
568,Mini Blossoms Learning Centre,Full-time Centre,Preschool,15.0,N,Y,N,Day Care,12 Greystone Drive Quispamsis E2G 0J1 (506) 647-4969,Province of New Brunswick
569,Mini Miracles Children's Center,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,6 Lapointe Street Fredericton E3A 4Y5 (506) 459-0242,Province of New Brunswick
570,Miracles at First Child Care Centre,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,157 Queen Street Moncton E1C 1K9 (506) 852-9105,Province of New Brunswick
571,MON ECOLE MY SCHOOL CHILD CARE,Full-time Centre,"Infant, Preschool, School-age",60.0,Y,Y,Y,Day Care,3800 Route 115 Notre-Dame E4V 2H9 (506) 533-0859,Province of New Brunswick
572,MONCTON HEADSTART EARLY FAMILY INTERVENTION,Full-time Centre,Preschool,36.0,N,Y,N,Day Care,1111 Mountain Road Moncton E1C 2S9 (506) 858-8252,Province of New Brunswick
573,MONTESSORI DIEPPE,Full-time Centre,Preschool,46.0,N,Y,N,Day Care,3 299 rue Champlain Dieppe E1A 1P2 (506) 855-1234,Province of New Brunswick
574,Mosaic Early Learning Centre,Home,"Preschool, School-age",9.0,N,Y,Y,Home,14 St. Croix Street St.Stephen E3L 2A3 (514) 706-2602,Province of New Brunswick
575,Mrs. Sandra's,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,24 Birchwood Crescent New Maryland E3C 1C9 (506) 455-1815,Province of New Brunswick
576,Mrs. Sylvia's Preschool,Home,"Preschool, School-age",9.0,N,Y,Y,Home,34 McMurtrie Avenue New Maryland E3C 1G7 (506) 453-1853,Province of New Brunswick
577,Mud Pies & Butterflies Family Childcare,Full-time Centre,"Preschool, School-age",15.0,N,Y,Y,Day Care,24 Remi Court Dieppe E1A 6V7 (506) 874-9922,Province of New Brunswick
578,Munchkins Clubhouse 2017,Part-time Centre,"Preschool, School-age",30.0,N,Y,Y,Day Care,2288 640 Route Hanwell E3E 2E8 (506) 474-1843,Province of New Brunswick
579,Nackawic Childcare,Full-time Centre,"Infant, Preschool, School-age",52.0,Y,Y,Y,Day Care,8 McLaren Crescent Nackawic E6G 1C7 (506) 575-2950,Province of New Brunswick
580,NBMFRC After School Program,Part-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,A 45 St Lawrence Avenue Oromocto E2V 4J5 (506) 422-4407,Province of New Brunswick
581,NBMFRC Casual Child Care Program,Full-time Centre,"Infant, Preschool",28.0,Y,Y,N,Day Care,A 45 St Lawrence Avenue Oromocto E2V 4J5 (506) 422-4407,Province of New Brunswick
582,NBMFRC Child Care Service,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,A 45 St Lawrence Avenue Oromocto E2V 4J5 (506) 422-4407,Province of New Brunswick
583,New Maryland Children's Centre,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,328 New Maryland Highway New Maryland E3C 2H4 (506) 457-1551,Province of New Brunswick
584,New Maryland Kids Klub,Part-time Centre,School-age,60.0,N,N,Y,Day Care,525 New Maryland Highway New Maryland E3C 1K1 (506) 472-0060,Province of New Brunswick
585,Next to Home Early Learning and Afterschool Center,Full-time Centre,"Preschool, School-age",31.0,N,Y,Y,Day Care,234 Reade Street Moncton E1C 6S8 (506) 853-0893,Province of New Brunswick
586,Noonan Rascals,Home,"Infant, Preschool, School-age",6.0,Y,Y,Y,Home,199 Watters Road Noonan E3A 6Y8 (506) 460-5418,Province of New Brunswick
587,NORTHEND LEARNING CENTER,Full-time Centre,"Infant, Preschool",54.0,Y,Y,N,Day Care,96 Gorge Road Moncton E1G 1E6 (506) 384-5437,Province of New Brunswick
588,NORTHEND LEARNING CENTER 2,Part-time Centre,School-age,15.0,N,N,Y,Day Care,96 Gorge Road Moncton E1G 1E6 (506) 384-5437,Province of New Brunswick
589,NORTHEND LEARNING CENTER 3,Part-time Centre,"Preschool, School-age",40.0,N,Y,Y,Day Care,96 Gorge Road Moncton E1G 1E6 (506) 384-5437,Province of New Brunswick
590,Northside Daycare Center,Full-time Centre,"Infant, Preschool, School-age",79.0,Y,Y,Y,Day Care,262 St. Mary's Street Fredericton E3A 2S4 (506) 458-9470,Province of New Brunswick
591,NOS PETITS CAMARADES,Full-time Centre,Preschool,30.0,N,Y,N,Day Care,386 rue Amirault Dieppe E1A 1G3 (506) 854-7412,Province of New Brunswick
592,Once Upon a Time Daycare/Garderie Il tait une fois,Full-time Centre,"Infant, Preschool, School-age",48.0,Y,Y,Y,Day Care,177 Route La Vallee Memramcook E4K 3E5 (506) 334-4000,Province of New Brunswick
593,ORIGINS NLC 104,Full-time Centre,Preschool,60.0,N,Y,N,Day Care,99 Burpee Avenue Saint John E2K 3V9 (506) 634-1979,Province of New Brunswick
594,ORIGINS NLC 132,Full-time Centre,"Preschool, School-age",60.0,N,Y,Y,Day Care,99 Burpee Avenue Saint John E2K 3V9 (506) 634-1979,Province of New Brunswick
595,ORIGINS NLC 184,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,99 Burpee Avenue Saint John E2K 3V9 (506) 634-1979,Province of New Brunswick
596,ORIGINS NLC 215,Full-time Centre,"Infant, Preschool",40.0,Y,Y,N,Day Care,567 Millidge Avenue Saint John E2K 2N5 (506) 634-0088,Province of New Brunswick
597,ORIGINS NLC 364,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,99 Burpee Avenue Saint John E2K 3V9 (506) 634-1979,Province of New Brunswick
598,Origins NLC 627,Full-time Centre,"Preschool, School-age",24.0,N,Y,Y,Day Care,4 Landing Court Quispamsis E2E 4R2 (506) 634-1979,Province of New Brunswick
599,ORIGINS NLC 635,Full-time Centre,"Infant, Preschool",60.0,Y,Y,N,Day Care,4 Landing Court Quispamsis E2E 4R2 (506) 634-1979,Province of New Brunswick
