,name,ages,infant,toddler,school_age,full_address,province,city,provider
2601,Little Stars Home Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Keefer road Thorold ON,Ontario,Thorold,GoDayCare.com
2602,Maria's Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Winterberry Blvd Thorold ON,Ontario,Thorold,GoDayCare.com
2603,Tina Home Care,Infant Toddler Preschool,Y,Y,N,queen stree Thorold ON,Ontario,Thorold,GoDayCare.com
2604,Busy Bees PlayCare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,1984 Scotland Street Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2605,Country Kids Child Care,Preschool,N,Y,N,off oliver rd Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2606,Daycare On Gorevale,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Gorevale Road Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2607,Daycare With Jason,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,2230 Moodie Street East Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2608,Koala T. Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,626 Brown St. Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2609,Little Angels,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Falconcrest Dr Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2610,Little Darlings Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,RR5 3901 Hwy 11/17 Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2611,Little Steps Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,729 North James Street Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2612,Private Home Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,131 Churchill Dr W Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2613,Sara's Home Daycare,Toddler Preschool,N,Y,N,111 Ravenwood Cr. Thunder Bay ON,Ontario,Thunder Bay,GoDayCare.com
2614,Mrs Beth's Play House,Infant Toddler Preschool,Y,Y,N,Canal St.West Tilbury ON,Ontario,Tilbury,GoDayCare.com
2615,Amanda's Child Care,Toddler Kindergarten Preschool,N,Y,N,29 Langrell Ave Tillsonburg ON,Ontario,Tillsonburg,GoDayCare.com
2616,Butter And Noodles Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Lisgar Ave Tillsonburg ON,Ontario,Tillsonburg,GoDayCare.com
2617,Little Tot's Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,45 Trillium Dr Tillsonburg ON,Ontario,Tillsonburg,GoDayCare.com
2618,South Ridge Childcare,Infant Toddler,Y,Y,N,Langrell Ave Tillsonburg ON,Ontario,Tillsonburg,GoDayCare.com
2619,Tammys Daycare,Infant Toddler Preschool,Y,Y,N,6 Lorraine Ave Tillsonburg ON,Ontario,Tillsonburg,GoDayCare.com
2620,Emma's Daycare,Toddler Kindergarten Preschool,N,Y,N,Couture Ave Timmins ON,Ontario,Timmins,GoDayCare.com
2621,Nature`s Play Home Childcare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Front Street Timmins ON,Ontario,Timmins,GoDayCare.com
2622,Sandra's Childcare,Kindergarten Schoolage,N,Y,Y,Delia ave Timmins ON,Ontario,Timmins,GoDayCare.com
2623,TinyToes Daycare,Toddler Preschool,N,Y,N,Mascioli blvd. Timmins ON,Ontario,Timmins,GoDayCare.com
2624,Fanny's Home Child Care,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Loomis Crt Toronto ON,Ontario,Toronto,GoDayCare.com
2625,Bubblegum Private Home Child Care,Infant Toddler Preschool,Y,Y,N,thursfield cres Toronto ON,Ontario,Toronto,GoDayCare.com
2626,Free Spirit Montessori Downtown,Kindergarten Preschool Schoolage,N,Y,Y,500 Queens Quay West Unit 103E Toronto ON,Ontario,Toronto,GoDayCare.com
2627,Free Spirit Montessori - Better Beginnings Nursery School,Kindergarten Preschool Schoolage,N,Y,Y,1208 Kingston Road Toronto ON,Ontario,Toronto,GoDayCare.com
2628,Youth At Play In The Heart Of Leaside,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Leacrest Road Toronto ON,Ontario,Toronto,GoDayCare.com
2629,Lollipop Home Daycare,Infant Toddler Preschool,Y,Y,N,Cornerbrook Dr Toronto ON,Ontario,Toronto,GoDayCare.com
2630,Sarahs Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Hartlandale Ave Toronto ON,Ontario,Toronto,GoDayCare.com
2631,Vivette's Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,2866 Keele Street Toronto ON,Ontario,Toronto,GoDayCare.com
2632,Home Day Care,Infant Toddler Preschool,Y,Y,N,150 dan leckie way Toronto ON,Ontario,Toronto,GoDayCare.com
2633,150 Dan Lackie Way Home Day Care,Infant Toddler Kindergarten Preschool,Y,Y,N,Dan Leckie Way Toronto ON,Ontario,Toronto,GoDayCare.com
2635,4 Little Monkeys,Infant Toddler,Y,Y,N,60 Turntable Cres Toronto ON,Ontario,Toronto,GoDayCare.com
2637,A And A Child Care Centre,Schoolage,N,N,Y,3380 Midland Ave Toronto ON,Ontario,Toronto,GoDayCare.com
2638,A And A Learning Centre,Schoolage,N,N,Y,3030 Midland Ave Toronto ON,Ontario,Toronto,GoDayCare.com
2639,A B C Day Nursery,Infant Toddler Preschool Schoolage,Y,Y,Y,145 Marlee Ave Toronto ON,Ontario,Toronto,GoDayCare.com
2640,A Place To Play Nursery School Of Bloor West Village,Preschool,N,Y,N,680 Annette St Toronto ON,Ontario,Toronto,GoDayCare.com
2641,A.c.e. Daycare Inc.,Infant Toddler Preschool,Y,Y,N,63 Orchard Park Dr Toronto ON,Ontario,Toronto,GoDayCare.com
2642,Abacus Day Care,Toddler Preschool,N,Y,N,20 Chichester Pl Toronto ON,Ontario,Toronto,GoDayCare.com
2643,Abacus Montessori Learning Centre,Toddler Preschool,N,Y,N,1 Credit Union Dr Toronto ON,Ontario,Toronto,GoDayCare.com
2644,Waterfront Montessori Children's Centre,Kindergarten Preschool,N,Y,N,18 Wyandot Ave Toronto Island ON,Ontario,Toronto Island,GoDayCare.com
2645,Elaine Kelly Home Daycare,Toddler Preschool,N,Y,N,McCurdy Drive Tottenham ON,Ontario,Tottenham,GoDayCare.com
2646,Granny's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,The Boulevard Tottenham ON,Ontario,Tottenham,GoDayCare.com
2647,Jump And Grow,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,31 Gunning Cres Tottenham ON,Ontario,Tottenham,GoDayCare.com
2648,Learn And Grow Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,15 Richmond St. Tottenham ON,Ontario,Tottenham,GoDayCare.com
2649,Learn And Wiggle Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Park Cres. Tottenham ON,Ontario,Tottenham,GoDayCare.com
2650,Mandycare,Infant Toddler Preschool,Y,Y,N,McKnight Cres Tottenham ON,Ontario,Tottenham,GoDayCare.com
2651,Melanie's Munchkin Mansion Daycare,Infant Toddler Preschool,Y,Y,N,McKnight Cress Tottenham ON,Ontario,Tottenham,GoDayCare.com
2652,The Junior Garden Of Learning,Kindergarten Preschool Schoolage,N,Y,Y,100 Mill Street Tottenham ON,Ontario,Tottenham,GoDayCare.com
2653,My Montessori School,Toddler Kindergarten Preschool Schoolage,N,Y,Y,P.o. Box 169 Trent River ON,Ontario,Trent River,GoDayCare.com
2654,Bayside Montessori Home Daycare,Toddler Kindergarten Preschool,N,Y,N,Jeffrey Drive Trenton ON,Ontario,Trenton,GoDayCare.com
2655,Christina's Home Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Canal Street Trenton ON,Ontario,Trenton,GoDayCare.com
2656,County Roadsters Home Care,Toddler Kindergarten Preschool Schoolage,N,Y,Y,2390 County road 40 Trenton ON,Ontario,Trenton,GoDayCare.com
2657,Kidlets Academy,Toddler Preschool,N,Y,N,Breadner Blvd Trenton ON,Ontario,Trenton,GoDayCare.com
2658,Room 2 Grow Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Catherine Street Trenton ON,Ontario,Trenton,GoDayCare.com
2659,Snuggle Bunny Home Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Front St Trenton ON,Ontario,Trenton,GoDayCare.com
2660,Welcome To Our Home,Infant Toddler Preschool,Y,Y,N,Lichfield Rd. Unionville ON,Ontario,Unionville,GoDayCare.com
2661,Bimba Child Care,Toddler Preschool,N,Y,N,8th Line Utopia ON,Ontario,Utopia,GoDayCare.com
2662,Brittany's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Holmes Dr. W Utopia ON,Ontario,Utopia,GoDayCare.com
2663,Jen's House Home Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,681 Yearley rd Utterson ON,Ontario,Utterson,GoDayCare.com
2664,Tanya's Love And Care,Infant Toddler Kindergarten Preschool,Y,Y,N,Old Muskoka rd Utterson ON,Ontario,Utterson,GoDayCare.com
2665,Debby's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,bolster lane uxbridge ON,Ontario,Uxbridge,GoDayCare.com
2666,Eco Adventure Home Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Village Green Lane Uxbridge ON,Ontario,Uxbridge,GoDayCare.com
2667,EDUKids Child Care - Uxbridge,Infant Toddler Kindergarten Preschool,Y,Y,N,141 Reach Street Uxbridge ON,Ontario,Uxbridge,GoDayCare.com
2668,Linda's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Russell Barton Lane Uxbridge ON,Ontario,Uxbridge,GoDayCare.com
2669,Wagg Rd Home Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Wagg Road Uxbridge ON,Ontario,Uxbridge,GoDayCare.com
2670,Cindy's Private Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Mark st Val Caron ON,Ontario,Val Caron,GoDayCare.com
2671,Val Caron Home Daycare,Infant Toddler Preschool,Y,Y,N,1638 Third st Val Caron ON,Ontario,Val Caron,GoDayCare.com
2672,1.2..me...Daycare,Infant Toddler Preschool,Y,Y,N,Ethel Street Vanier ON,Ontario,Vanier,GoDayCare.com
2673,Garderie ÃÉÂ Vars Chez Chantal,Toddler Kindergarten Preschool Schoolage,N,Y,Y,1950 Rollin Place Vars ON,Ontario,Vars,GoDayCare.com
2674,Garderie Du Soleil,Infant Toddler Preschool,Y,Y,N,5272 Frank Kenny Vars ON,Ontario,Vars,GoDayCare.com
2675,Childventures Early Learning Academy - Vaughan,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,9306 Bathurst St. Vaughan ON,Ontario,Vaughan,GoDayCare.com
2676,Cozytime Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,9222 Keele Street Vaughan ON,Ontario,Vaughan,GoDayCare.com
2677,Discovery Point Nursery And Academy,Infant Toddler Kindergarten Preschool,Y,Y,N,10501 Weston Road Vaughan ON,Ontario,Vaughan,GoDayCare.com
2678,Fantasy Lan Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,12 Camino dr Vaughan ON,Ontario,Vaughan,GoDayCare.com
2679,Fantasy Land Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Camino dr Vaughan ON,Ontario,Vaughan,GoDayCare.com
2680,Kids And Company,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,61 Creditview Rd. Vaughan ON,Ontario,Vaughan,GoDayCare.com
2681,Koala Kidz Child Care,Toddler Kindergarten Preschool,N,Y,N,960 Edgeley Blvd Vaughan ON,Ontario,Vaughan,GoDayCare.com
2682,Les Fanfans Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,"7700 Keele St # Unit 8B, Concord, ON Vaughan ON",Ontario,Vaughan,GoDayCare.com
2683,LITTLE PRO,Kindergarten Preschool,N,Y,N,NOVELLA ROAD Vaughan ON,Ontario,Vaughan,GoDayCare.com
2684,Lullaboo Nursery And Childcare Center,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,1410 Major Mackenzie Drive Vaughan ON,Ontario,Vaughan,GoDayCare.com
2685,Sheryl's Home Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,6077 Bank st Verona ON,Ontario,Verona,GoDayCare.com
2686,Bonnie's Home Daycare,Infant Toddler,Y,Y,N,Rittenhouse Rd Vineland ON,Ontario,Vineland,GoDayCare.com
2687,Emilie's Home Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Rittenhouse rd. Vineland ON,Ontario,Vineland,GoDayCare.com
2688,Melissa's Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,laren street Wahnapitae ON,Ontario,Wahnapitae,GoDayCare.com
2689,Little Sprouts Child Care,Infant Toddler Kindergarten Schoolage,Y,Y,Y,County Rd 4 Warsaw ON,Ontario,Warsaw,GoDayCare.com
2690,'Wee' The People,Toddler Kindergarten Preschool,N,Y,N,58 White Sands Way Wasaga Beach ON,Ontario,Wasaga Beach,GoDayCare.com
2691,Grace's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,28 Tona Trail Wasaga Beach ON,Ontario,Wasaga Beach,GoDayCare.com
2692,Learning Between Friends Home Childcare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,70 Fairway Cres Wasaga Beach ON,Ontario,Wasaga Beach,GoDayCare.com
2693,Soumia Home Child Care,Infant Toddler Preschool,Y,Y,N,589 Wasaga Beach Wasaga Beach ON,Ontario,Wasaga Beach,GoDayCare.com
2694,Sunshine Family Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,52 Brillinger dr Wasaga Beach ON,Ontario,Wasaga Beach,GoDayCare.com
2695,The Nurturing Nanny,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Tanager Cres. Wasaga Beach ON,Ontario,Wasaga Beach,GoDayCare.com
2696,Wasaga Beach Childcare,Kindergarten Preschool Schoolage,N,Y,Y,39th St. S. Wasaga Beach ON,Ontario,Wasaga Beach,GoDayCare.com
2697,Wee Adventures Home Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Royal Beech Drive Wasaga Beach ON,Ontario,Wasaga Beach,GoDayCare.com
2698,Vicki's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,"Canal Rd, Washago Ont Washago ON",Ontario,Washago,GoDayCare.com
2699,Adventure Lane Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Kildonan cres Waterdown ON,Ontario,Waterdown,GoDayCare.com
2700,At Home With MONTESSORI,Toddler Kindergarten Preschool,N,Y,N,Pentland rd Waterdown ON,Ontario,Waterdown,GoDayCare.com
2701,Bright Eyes Home Child Care,Infant Toddler Kindergarten Preschool,Y,Y,N,Cathedral Court Waterdown ON,Ontario,Waterdown,GoDayCare.com
2702,Bright Way Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,McKnight Ave. Waterdown ON,Ontario,Waterdown,GoDayCare.com
2703,Familydaycare,Infant Toddler Kindergarten Preschool,Y,Y,N,McKnight ave waterdown Waterdown ON,Ontario,Waterdown,GoDayCare.com
2704,Happy Days Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,48 Humphrey Street Waterdown ON,Ontario,Waterdown,GoDayCare.com
2705,January's Day Care,Toddler Kindergarten Preschool Schoolage,N,Y,Y,130 Harnesworth Cres. Waterdown Waterdown ON,Ontario,Waterdown,GoDayCare.com
2706,Joyful Mud Puddles,Kindergarten Schoolage,N,Y,Y,3rd Con. Rd. E. Waterdown ON,Ontario,Waterdown,GoDayCare.com
2707,Julien Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Nisbet Blvd Waterdown ON,Ontario,Waterdown,GoDayCare.com
2708,Kimberly's Home Childcare,Infant Toddler Kindergarten Preschool,Y,Y,N,Kildonan Crescent Waterdown ON,Ontario,Waterdown,GoDayCare.com
2709,BumbleHive Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Rosette Drive Waterloo ON,Ontario,Waterloo,GoDayCare.com
2710,Centre Educatif Village D'Elisabeth,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,"280 Glenridge Drive, Waterloo, Ontario, N2J 3W4 Waterloo ON",Ontario,Waterloo,GoDayCare.com
2711,Debbies Daycare,Infant Toddler Preschool,Y,Y,N,john st west Waterloo ON,Ontario,Waterloo,GoDayCare.com
2712,Deon Brown's Daycare,Infant Toddler Preschool,Y,Y,N,471 Appledale Crescent Waterloo ON,Ontario,Waterloo,GoDayCare.com
2713,Elly-care,Infant Toddler Kindergarten Preschool,Y,Y,N,Grant Crescent Waterloo ON,Ontario,Waterloo,GoDayCare.com
2714,Erika's Home Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Penny Lane Waterloo ON,Ontario,Waterloo,GoDayCare.com
2715,Exmoor Street Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Exmoor Street Waterloo ON,Ontario,Waterloo,GoDayCare.com
2716,Heather's Childcare,Infant Toddler Preschool,Y,Y,N,Lourdes st Waterloo ON,Ontario,Waterloo,GoDayCare.com
2717,JOY! DAYCARE AND LEARNING CENTRE,Toddler Preschool,N,Y,N,Interlaken Dr. Waterloo ON,Ontario,Waterloo,GoDayCare.com
2718,Karen's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,369 Vogel Place Waterloo ON,Ontario,Waterloo,GoDayCare.com
2719,Childcare,Infant Toddler Preschool,Y,Y,N,Percy St. Waubaushene ON,Ontario,Waubaushene,GoDayCare.com
2720,Great Days Child Care,Infant Toddler,Y,Y,N,Mountain Ave Waubaushene ON,Ontario,Waubaushene,GoDayCare.com
2721,Chelseas At Home Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Lincoln St Welland ON,Ontario,Welland,GoDayCare.com
2722,Childcare Services,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Eastwood Drive Welland ON,Ontario,Welland,GoDayCare.com
2723,Daisy's Little Friends Home Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Scholfield Ave S Welland ON,Ontario,Welland,GoDayCare.com
2724,Denistoun Childcare,Infant Toddler Preschool,Y,Y,N,Denistoun St Welland ON,Ontario,Welland,GoDayCare.com
2725,Drawn Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Rolling Acres Drive Welland ON,Ontario,Welland,GoDayCare.com
2726,Just Playing Around Home Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Donna Marie Drive Welland ON,Ontario,Welland,GoDayCare.com
2727,Kreative Kids Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,McLaughlin st Welland ON,Ontario,Welland,GoDayCare.com
2728,Memere's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,8 Northwood Dr. Welland ON,Ontario,Welland,GoDayCare.com
2729,My 2nd Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,44 Lyons Avenue Welland ON,Ontario,Welland,GoDayCare.com
2730,Natly's ChildCare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Young St Welland ON,Ontario,Welland,GoDayCare.com
2731,Trish's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Galena Street Wellesley ON,Ontario,Wellesley,GoDayCare.com
2732,Heather's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,31 Zoeger Court Wellesley ON,Ontario,Wellesley,GoDayCare.com
2733,Inspiring Minds Early Learning Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,1129 Henry St Wellesley ON,Ontario,Wellesley,GoDayCare.com
2734,Leanne's Little Ones,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Deborah Glaister Line Wellesley ON,Ontario,Wellesley,GoDayCare.com
2736,Michelle Hughson's Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Walker Street West Lorne ON,Ontario,West Lorne,GoDayCare.com
2737,Happy Days Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Watersdown Crescent Whitby ON,Ontario,Whitby,GoDayCare.com
2738,A Loving Home Daycare - Durham,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Puttingedge Drive Whitby ON,Ontario,Whitby,GoDayCare.com
2739,ABC 123 Home Daycare - Williamsburg Area,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Abbyview Dr Whitby ON,Ontario,Whitby,GoDayCare.com
2740,Angela's Daycare,Infant Toddler Preschool,Y,Y,N,Ellerby Crt Whitby ON,Ontario,Whitby,GoDayCare.com
2741,Angels R Forever,Infant Toddler Kindergarten Preschool,Y,Y,N,Harrongate Place whitby Whitby ON,Ontario,Whitby,GoDayCare.com
2742,Angels R Forever,Infant Toddler Kindergarten Preschool,Y,Y,N,Harrongate Place Whitby ON,Ontario,Whitby,GoDayCare.com
2743,Ashley's Day Home,Kindergarten Schoolage,N,Y,Y,Ribblesdale Dr. Whitby ON,Ontario,Whitby,GoDayCare.com
2744,Atlantis Drive,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Atlantis Dr. Whitby ON,Ontario,Whitby,GoDayCare.com
2745,Aunt Celi's Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,15 Foothill St Whitby ON,Ontario,Whitby,GoDayCare.com
2746,Aunt Jen's Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,sleepy Hollow Pl Whitby ON,Ontario,Whitby,GoDayCare.com
2747,Authentic Montessori Academy,Toddler Preschool,N,Y,N,126 Ash Street Whitby ON,Ontario,Whitby,GoDayCare.com
2748,Nicole's Daycare,Infant Toddler Preschool,Y,Y,N,Yorkleigh Circle Whitchurch-Stouffville ON,Ontario,Whitchurch-stouffville,GoDayCare.com
2749,Tiny Tots,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,0 William St. Wiarton ON,Ontario,Wiarton,GoDayCare.com
2750,Wiarton Kids Den Daycare,Toddler Preschool Schoolage,N,Y,Y,576 Edward St Wiarton ON,Ontario,Wiarton,GoDayCare.com
2751,Robin's Home Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,"3748 County Road 31, R.R.1 Williamsburg ON",Ontario,Williamsburg,GoDayCare.com
2752,Jen's Home DayCare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,cedar grove road Williamstown ON,Ontario,Williamstown,GoDayCare.com
2753,Home Daycare In Winchester Ont,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,cass cresent Winchester ON,Ontario,Winchester,GoDayCare.com
2754,Tiny Treasure Home Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Louise st Winchester ON,Ontario,Winchester,GoDayCare.com
2755,ABC Day Nursery Of Windsor,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,888 Hanna St. E. Windsor ON,Ontario,Windsor,GoDayCare.com
2756,Briscoe Family Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Buckingham Drive Windsor ON,Ontario,Windsor,GoDayCare.com
2757,Danielle's Daycare,Infant Toddler Preschool,Y,Y,N,Bensette Windsor ON,Ontario,Windsor,GoDayCare.com
2758,"Doodle Bugs Daycare,",Toddler Kindergarten Preschool Schoolage,N,Y,Y,St luke rd Windsor ON,Ontario,Windsor,GoDayCare.com
2759,East Windsor Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,East Windsor Windsor ON,Ontario,Windsor,GoDayCare.com
2760,Everday Adventures,Infant Toddler Preschool,Y,Y,N,Arthur Windsor ON,Ontario,Windsor,GoDayCare.com
2761,Garderie Les Petites Mains,Infant Toddler Preschool Schoolage,Y,Y,Y,1799 Ottawa Street Windsor ON,Ontario,Windsor,GoDayCare.com
2762,Home DAYCARE,Infant Toddler Preschool,Y,Y,N,fuller cr windsor ON,Ontario,Windsor,GoDayCare.com
2763,HOME DAYCARE. 621 HAVENS DR.,Infant Toddler Preschool,Y,Y,N,HAVENS DR. SOUTHWOOD LAKES AREA. Windsor ON,Ontario,Windsor,GoDayCare.com
2764,Jeniffer's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,curry Windsor ON,Ontario,Windsor,GoDayCare.com
2765,Angel1 Home Daycare,Infant Toddler Kindergarten,Y,Y,N,Waymar Heights Blvd Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2766,Hopscotch Home Daycare Agency,Infant Toddler Kindergarten Preschool,Y,Y,N,139 Garyscholl Dr. Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2767,Market Lane Early Learning Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,140 Woodbridge Ave Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2768,Advance Montessori,Toddler Kindergarten Preschool Schoolage,N,Y,Y,8124 Islington Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2769,Advance Montessori School,Toddler Kindergarten Preschool,N,Y,N,8142 islington ave Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2770,Advance Montessori School,Toddler Kindergarten Preschool Schoolage,N,Y,Y,8142 Islington Ave woodbridge on l4l 2p8 Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2772,Ashley's Angels Home Child Care,Infant Toddler Preschool,Y,Y,N,16 Ellerby Sq. N. Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2773,Baby Bliss Home Daycare,Infant Toddler Preschool,Y,Y,N,Balderson Drive (Kleinburg Hills) Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2775,Hopscotch Home Daycare Agency,Infant Toddler Kindergarten Preschool,Y,Y,N,68 Trudeau Dr Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2776,LIMITLESS CHILD CARE SERVICES,Infant Toddler Preschool,Y,Y,N,STARLING BLVD Woodbridge ON,Ontario,Woodbridge,GoDayCare.com
2778,Ally's Daycare,Infant Toddler Preschool,Y,Y,N,Normandy Drive Woodstock ON,Ontario,Woodstock,GoDayCare.com
2779,Bev's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,306 Cartier Dr. Woodstock ON,Ontario,Woodstock,GoDayCare.com
2780,Busy Wee Bee's,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Parrott Place Woodstock ON,Ontario,Woodstock,GoDayCare.com
2781,Deb's Childcare,Infant Toddler Preschool,Y,Y,N,Lansdowne Ave. Woodstock ON,Ontario,Woodstock,GoDayCare.com
2782,Emily's Home Daycare,Infant Toddler Preschool,Y,Y,N,Oxford Centre Rd Woodstock ON,Ontario,Woodstock,GoDayCare.com
2783,Fifth Avenue Home Childcare,Infant Toddler Preschool,Y,Y,N,Fifth Avenue Woodstock ON,Ontario,Woodstock,GoDayCare.com
2784,Jaclyn's Home Daycare,Toddler,N,Y,N,Boyle Drive Woodstock ON,Ontario,Woodstock,GoDayCare.com
2785,Jen Burchat's Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,62 Tennyson Street Woodstock ON,Ontario,Woodstock,GoDayCare.com
2786,Jennifer's Daycare,Infant Toddler Preschool,Y,Y,N,Heron Avenue Woodstock ON,Ontario,Woodstock,GoDayCare.com
2787,Karen's Home Daycare-School Year Care Available,Infant Toddler Preschool,Y,Y,N,Cartier Drive Woodstock ON,Ontario,Woodstock,GoDayCare.com
