,name,source_full_address,full_address,street_number,street_name,unit,city,province,provider
7689,LITTLE ANGELS' DAYCARE AND OUT OF SCHOOL CARE,10345 144 ST,10345 144 St,10345,144 st,,EDMONTON,,Province of Alberta
43027,Parkgate Child And Family Centre,3625 Banff Crt,3625 Banff Crt,3625,banff crt,,North Vancouver,,Province of British Columbia
11019,PRE-KINDERGARTEN AT MARION CARSON SCHOOL,5225 VARSITY DRIVE NW,5225 Varsity Drive Nw,5225,varsity drive nw,,CALGARY,,Province of Alberta
20719,CENTRE DE LA PETITE ENFANCE LA BALEINE BRICOLEUSE,"566, rue Jean-Rioux","566, Rue Jean Rioux",566,rue jean rioux,,Trois-Pistoles,,Province of Quèbec
22839,GARDERIE BÉBÉ-JUNGLE,"4822, Boulevard Guillaume-Couture","4822, Boulevard Guillaume Couture",4822,boulevard guillaume couture,,Lévis,,Province of Quèbec
32374,Roots Day Care,,Nan,10195,Keele Street,,Maple,ON,Province of Ontario
32191,Pladec East Day Care Centre,,Nan,671,Innovation Drive,,Kingston,ON,Province of Ontario
28533,Bobi's Play School II,,Nan,150,Thompson Street,,Meaford,ON,Province of Ontario
29880,Grosvenor Montessori School,,Nan,33,Arnold Crescent,,Richmond Hill,ON,Province of Ontario
28319,Montessori North School,,Nan,4561,Highway 7 East Street,,Markham,ON,Province of Ontario
19641,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
19748,PCC Prairie Children's Centres Inc.,"General Byng School Room 10,11,Gym 1250 Beaumont Street Winnipeg, MB",general byng school room 1011gym 1250 beaumont street ,1250,beaumont street,general byng school room 1011gym,,,Province of Manitoba
44032,Macklin Daycare Inc.,"Box 1027, Macklin, SK, S0L 2C0",,,,,,,Province of Saskatchewan
38135,East Preston Day Care Centre,1799 HIGHWAY 7 HWY.,1799 Highway 7 Hwy,1799,highway 7 hwy,,EAST PRESTON,,Province of Nova Scotia
3840,MEDICINE WHEEL EARLY LEARNING CENTRE II,"ROOM #27, 4105 - 26 AVE SE",Room #27 4105 26 Ave Se,4105,26 ave se,room #27,CALGARY,,Province of Alberta
15490,TALMUD TORAH EARLY CHILDHOOD DEVELOPMENT CENTRE,6320 172 STREET,6320 172 Street,6320,172 street,,EDMONTON,,Province of Alberta
31154,Mackie Sunshine Childcare Inc. - St. Vincent Sunshine,,Nan,116,Fermanagh Avenue,,Toronto,ON,Province of Ontario
43092,Glenbrooke Daycare,320 8Th Ave,320 8Th Ave,320,8th ave,,New Westminster,,Province of British Columbia
26226,CENTRE DE LA PETITE ENFANCE VALLÉE DES LOUPIOTS,"7, place Guillemette","7, Place Guillemette",7,place guillemette,,Val-d'Or,,Province of Quèbec
12140,RED APPLE OUT OF SCHOOL CARE,#100/101 8944 182 STREET,#100/101 8944 182 Street,#100/101 8944,182 street,,EDMONTON,,Province of Alberta
18702,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
7424,MCCAULEY COMMUNITY DAY CARE,9624 108 AVENUE,9624 108 Avenue,9624,108 avenue,,EDMONTON,,Province of Alberta
7544,BRIGHTPATH EASTVIEW,4 ELLENWOOD DRIVE,4 Ellenwood Drive,4,ellenwood drive,,RED DEER,,Province of Alberta
25293,GARDERIE DU CENTRE ÉDUCATIF MANOS INC.,"5173, boulevard Saint-Laurent","5173, Boulevard Saint Laurent",boulevard saint,laurent,5173,Montréal,,Province of Quèbec
35887,House Of Children Daycare,824 Granton Abercrombie Rd New Glasgow NS,824 granton abercrombie rd ,824,granton abercrombie rd,,New Glasgow,Nova Scotia,GoDayCare.com
3098,SUMMIT KIDS - WHCA,1940 6 AVENUE NW,1940 6 Avenue Nw,1940,6 avenue nw,,CALGARY,,Province of Alberta
42747,Aboriginal Family Resource Program,705 A Kitch Rd,705 A Kitch Rd,705 a,kitch rd,,Kelowna,,Province of British Columbia
10819,FRASER COMMUNITY OUT OF SCHOOL CARE,2611/25 151 AVENUE,2611/25 151 Avenue,2611/25,151 avenue,,EDMONTON,,Province of Alberta
34250,YMCA Toronto - Holy Rosary YMCA School Age Program,,Nan,141,Martin Street,,Milton,ON,Province of Ontario
35920,Little People's Place Of ShelburneAfter School,35 King Street Shelburne NS,35 king street ,35,king street,,Shelburne,Nova Scotia,GoDayCare.com
23521,L'ÎLE AUX 52 TRÉSORS,"1091, rue Melançon","1091, Rue Melançon",1091,rue melançon,,Saint-Jérôme,,Province of Quèbec
36154,In A Pinch Daycare,Hixon street Beamsville ON,hixon street ,,,,Beamsville,Ontario,GoDayCare.com
13520,CP KIDZ CLUB,4815 43 STREET,4815 43 Street,4815,43 street,,SYLVAN LAKE,,Province of Alberta
10042,NEXT LEVEL OUT OF SCHOOL,10531 74 AVENUE,10531 74 Avenue,10531,74 avenue,,EDMONTON,,Province of Alberta
13313,THE WIZKID'S AFTER SCHOOL PROGRAM,323 1 STREET E,323 1 Street E,323,1 street e,,BROOKS,,Province of Alberta
17082,VIKING PRESCHOOL,5120-45TH STREET,5120 45Th Street,5120,45th street,,VIKING,,Province of Alberta
42793,His Kids Early Education And Child Care Centre,1289 Parkdale Dr,1289 Parkdale Dr,1289,parkdale dr,,Victoria,,Province of British Columbia
18069,LOVING TO LEARN DAYCARE,4919 47 AVE,4919 47 Ave,4919,47 ave,,STONY PLAIN,,Province of Alberta
15475,KALEIDOSCOPE KIDS PRESCHOOL - EDGEMONT,33 EDGEVALLEY CIRCLE NW,33 Edgevalley Circle Nw,33,edgevalley circle nw,,CALGARY,,Province of Alberta
43141,Bgccvi - Richardson Road Club,100 Ohio Way,100 Ohio Way,100,ohio way,,Nanaimo,,Province of British Columbia
6001,CHILDREN'S AUTISM SERVICES OF EDMONTON CHILDCARE PROGRAM,17451 103 AVE,17451 103 Ave,17451,103 ave,,EDMONTON,,Province of Alberta
12047,PARKVIEW PLAYSCHOOL,"2ND FLOOR, 9135 - 146 STREET",2Nd Floor 9135 146 Street,9135,146 street,2nd floor,EDMONTON,,Province of Alberta
42107,A Loving Hart Daycare,6386 Dawson Rd,6386 Dawson Rd,6386,dawson rd,,Prince George,,Province of British Columbia
1555,KREATIVE KIDZ CHILDCARE,37/67 SIOUX ROAD,37/67 Sioux Road,37/67,sioux road,,SHERWOOD PARK,,Province of Alberta
24384,CENTRE DE LA PETITE ENFANCE ALLÔ MON AMI,"450, avenue Glazier","450, Avenue Glazier",450,avenue glazier,,Québec,,Province of Quèbec
19141,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
19633,Munroe Early Childhood Education Centre Inc.,"Rooms 120, 127, 128, 129, library 186 - 505 Chalmers Avenue (Ave) Wpg, MB","Rooms 120 127 128 129 Library 186 505 Chalmers Avenue  Wpg Mb, Canada",,,,,,Province of Manitoba
21981,GARDERIE ÉDUCATIVE AU ROYAUME DES PETITS AMIS II,"8650, rue Saint-Urbain","8650, Rue Saint Urbain",rue saint,urbain,8650,Montréal,,Province of Quèbec
2098,ANGEL KEEPERS DAYCARE,12839 50 STREET,12839 50 Street,12839,50 street,,EDMONTON,,Province of Alberta
19841,Benito Child Care Centre Inc.,"Room 9 and the Child Care room 75 4th Avenue (Ave) Benito, MB",room 9 and the child care room 75 4th avenue  ,75,4th avenue,room 9 and the child care room,,,Province of Manitoba
30804,Les Lucioles Ajax,,Nan,71,Ritchie Avenue,,Ajax,ON,Province of Ontario
16049,GOLD BAR AFTER SCHOOL CARE,10524 46 STREET,10524 46 Street,10524,46 street,,EDMONTON,,Province of Alberta
40142,Lonsdale Creek Day Care Centre - Annex,240 21St St W,240 21St St W,240,21st st w,,North Vancouver,,Province of British Columbia
9919,1ST CLASS AFTER CLASS - FISH CREEK,1039 SUNCASTLE DR SE,1039 Suncastle Dr Se,1039,suncastle dr se,,CALGARY,,Province of Alberta
5583,ROOTS AND WINGS EARLY LEARNING PROGRAM,300 ELM AVE,300 Elm Ave,300,elm ave,,JASPER,,Province of Alberta
30027,The Salvation Army Day Care,,Nan,365,14th Street,,Owen Sound,ON,Province of Ontario
836,Little Treehouse on Killarney,258 Route 148 Killarney Road Nashwaak Village E3G 9E2 (506) 472-6262,"258 Route 148 Killarney Road Nashwaak Village   472 6262NB, Canada",,,,,,Province of New Brunswick
16571,PLAY WAY CHILD LEARNING CENTRE,76 COUNTRY HILLS DR. NW,76 Country Hills Dr Nw,76,country hills dr nw,,CALGARY,,Province of Alberta
1582,YMCA NEWALTA CHILD CARE,9908 PENHORWOOD STREET,9908 Penhorwood Street,9908,penhorwood street,,FORT MCMURRAY,,Province of Alberta
6146,"LETHBRIDGE MONTESSORI SCHOOL LTD, FORESTRY",3611 FORESTRY AVENUE SOUTH,3611 Forestry Avenue South,3611,forestry avenue south,,LETHBRIDGE,,Province of Alberta
2340,KIDS@ CHURCHILL PARK PLAYPENN,"#205, 215 - 9 AVE SW",#205 215 9 Ave Sw,215,9 ave sw,#205,CALGARY,,Province of Alberta
12931,PRESCHOOL 101 INC.,"#20, 20 PANATELLA BLVD. NW",#20 20 Panatella Blvd Nw,20,panatella blvd nw,#20,CALGARY,,Province of Alberta
36869,Alayne's Kinder Care,Gibson Drive Kitchener ON,gibson drive ,,,,Kitchener,Ontario,GoDayCare.com
3887,LITTLE OTTERS OUT OF SCHOOL CARE,4409 BLACK GOLD DRIVE,4409 Black Gold Drive,4409,black gold drive,,LEDUC,,Province of Alberta
34055,YMCA Frenchmans Bay Schoolage,,Nan,920,Oklahoma Drive,,Pickering,ON,Province of Ontario
31437,MUNSEE-DELAWARE NATION CHILD CARE CENTRE,,Nan,327,Jubilee Road,,Muncey,ON,Province of Ontario
4508,YMCA RIVER HEIGHTS BEFORE AND AFTER SCHOOL PROGRAM,301 - 6 AVE SW,301 6 Ave Sw,301,6 ave sw,,MEDICINE HAT,,Province of Alberta
5553,MEYONOHK MORNING STAR MONTESSORI CENTER (NURSERY SCHOOL),1850 LAKEWOOD ROAD SOUTH,1850 Lakewood Road South,1850,lakewood road south,,EDMONTON,,Province of Alberta
24449,CENTRE LE PETIT BOURG,"850, rue des Groseilles","850, Rue Des Groseilles",850,rue des groseilles,,Québec,,Province of Quèbec
35870,"Play, Learn And Grow Together",Louise Court Lower Sackville NS,louise court ,,,,Lower Sackville,Nova Scotia,GoDayCare.com
35349,Pauline Johnson Playschool,1150 22nd of west vancouver West Vancouver BC,1150 22nd of west vancouver west ,,,,West Vancouver,British Columbia,GoDayCare.com
16251,SHANE HOMES YMCA AT ROCKY RIDGE CHILD DEVELOPMENT CENTRE,11300 ROCKY RIDGE ROAD NW,11300 Rocky Ridge Road Nw,11300,rocky ridge road nw,,CALGARY,,Province of Alberta
12159,CAPILANO PLAYSCHOOL ASSOCIATION,10534 - 62 STREET,10534 62 Street,10534,62 street,,EDMONTON,,Province of Alberta
5203,SCHOOL'S OUT - SOUTHLAND LEISURE CENTRE,2000 SOUTHLAND DRIVE SW,2000 Southland Drive Sw,2000,southland drive sw,,CALGARY,,Province of Alberta
1321,WORLD OF WONDERS AFTER SCHOOL CARE,52 BRENTWOOD BOULEVARD,52 Brentwood Boulevard,52,brentwood boulevard,,SHERWOOD PARK,,Province of Alberta
13463,PEEKABOO CHILD CARE CENTRE BEVERLY,11809 48 STREET,11809 48 Street,11809,48 street,,EDMONTON,,Province of Alberta
36589,Irwin Memorial After School Program,1011 Dwighrt Bay Road Dwight ON,1011 dwighrt bay road ,1011,dwighrt bay road,,Dwight,Ontario,GoDayCare.com
31801,P.R.Y.D.E. William Dunbar,,Nan,1030,Glenanna Road,,Pickering,ON,Province of Ontario
21472,ACADÉMIE ÉDUCATIVE LES LUTINS JOYEUX INC.,"8035, avenue André-Ampère","8035, Avenue André Ampère",8035,avenue andré ampère,,Montréal,,Province of Quèbec
39586,Tiny Wings Montessori - Crescent Park,13195 24Th Ave,13195 24Th Ave,13195,24th ave,,Surrey,,Province of British Columbia
26988,C.P.E. LA PUCE À L'OREILLE,"75, rue de la Gare","75, Rue De La Gare",75,rue de la gare,,Saint-André-d'Argenteuil,,Province of Quèbec
1714,KINDER HOUSE DAY CARE CENTRE,15321 105 AVENUE,15321 105 Avenue,15321,105 avenue,,EDMONTON,,Province of Alberta
7259,I.F. COX SCHOOL BEFORE/AFTER SCHOOL PROGRAM,339 3 STREET SE,339 3 Street Se,339,3 street se,,REDCLIFF,,Province of Alberta
10014,CAMBRIDGE DAYCARE,10815 82 AVENUE,10815 82 Avenue,10815,82 avenue,,EDMONTON,,Province of Alberta
12384,STEPPING STONES PRE-K,9916 97TH STREET,9916 97Th Street,9916,97th street,,WESTLOCK,,Province of Alberta
19028,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
23434,GARDERIES COFFRE À JOUETS (PLEIN AIR) INC.,"10110, rue du Plein-Air","10110, Rue Du Plein Air",10110,rue du plein air,,Mirabel,,Province of Quèbec
42724,Montessori And More Learning Centre,2475 Franklin St,2475 Franklin St,2475,franklin st,,Vancouver,,Province of British Columbia
43702,A Little Star Day Care Centre,7760 Lawrence Dr,7760 Lawrence Dr,7760,lawrence dr,,Burnaby,,Province of British Columbia
17253,JOLLY TIME AFTER SCHOOL CARE (MEE YAH NOH),9228 128A AVENUE,9228 128A Avenue,9228,128a avenue,,EDMONTON,,Province of Alberta
14783,HOPSCOTCH CHILD CARE,250 4 VERSAILLES AVENUE,250 4 Versailles Avenue,250 4,versailles avenue,,ST. ALBERT,,Province of Alberta
7721,THE OASIS DAYCARE,"UNIT 101, 10124 - 101 AVENUE",Unit 101 10124 101 Avenue,10124,101 avenue,unit 101,GRANDE PRAIRIE,,Province of Alberta
39466,Sprout-Up Preschool,4830 Straume Ave,4830 Straume Ave,4830,straume ave,,Terrace,,Province of British Columbia
31733,Portobello Early Learning Centre,,Nan,2000B,Portobello Boulevard,,Ottawa,ON,Province of Ontario
17112,LLOYDMINSTER PLAY & LEARN SCHOOL AGE PROGRAM,6604 35 ST,6604 35 St,6604,35 st,,LLOYDMINSTER,,Province of Alberta
33864,YMCA Ham/Burl - YMCA SACC - Sir Ernest MacMillan,,Nan,1350,Headon Road,,Burlington,ON,Province of Ontario
11141,THORNHILL CHILD CARE - DOVER CENTRE,3141 34 AVENUE SE,3141 34 Avenue Se,3141,34 avenue se,,CALGARY,,Province of Alberta
30718,Atelier des Petits Champlain,,Nan,35,Longueil Rue,,L'Orignal,ON,Province of Ontario
25019,"CENTRE DE LA PETITE ENFANCE ""LES COPAINS D'ABORD DE MONTRÉAL""","5355, avenue West Hill","5355, Avenue West Hill",5355,avenue west hill,,Montréal,,Province of Quèbec
26479,BOUCLE ET BOTTINE,"1260, boulevard Jolibourg","1260, Boulevard Jolibourg",1260,boulevard jolibourg,,Laval,,Province of Quèbec
37741,Les Petits Jah Jah,Ave De Monts Lasalle QC,ave de monts ,,,,Lasalle,Quebec,GoDayCare.com
10511,SUNNYSIDE OUT OF SCHOOL CARE,6323 184 STREET,6323 184 Street,6323,184 street,,EDMONTON,,Province of Alberta
8542,FORT ROAD OUT OF SCHOOL CARE,176/204/208 MANNING CROSSING,176/204/208 Manning Crossing,176/204/208,manning crossing,,EDMONTON,,Province of Alberta
28671,Brooklin Day Nursery,,Nan,14,Church Street,,Brooklin,ON,Province of Ontario
41149,Little Willows Early Learning Childcare Centre (Mission) Inc,34110 Lougheed Hwy,34110 Lougheed Hwy,34110,lougheed hwy,,Mission,,Province of British Columbia
32060,Plasp - Springdale Public School,,Nan,100,Dewside Drive,,Brampton,ON,Province of Ontario
17382,BRIGHTPATH RICHMOND,5275 RICHMOND RD SW,5275 Richmond Rd Sw,5275,richmond rd sw,,CALGARY,,Province of Alberta
14132,BETHEL DAYCARE DAVE MCNEILLY,431 CALLEN DRIVE,431 Callen Drive,431,callen drive,,FORT MCMURRAY,,Province of Alberta
21553,CENTRE DE LA PETITE ENFANCE DU PARC,"1005, avenue Ogilvy","1005, Avenue Ogilvy",1005,avenue ogilvy,,Montréal,,Province of Quèbec
17860,KIDS & COMPANY - TAMARACK,BUILDING C NORTH,Building C North,,,,EDMONTON,,Province of Alberta
39527,Animal Crackers Children's Centre #3,116 11590 83Rd Ave,116 11590 83Rd Ave,116 11590,83rd ave,,Delta,,Province of British Columbia
15057,GLENDALE COMMUNITY PRESCHOOL,2405 GLENMOUNT DRIVE SW,2405 Glenmount Drive Sw,2405,glenmount drive sw,,CALGARY,,Province of Alberta
5305,RANCHLANDS CHILDREN COME FIRST ASSOCIATION,7713 RANCHVIEW DRIVE NW,7713 Ranchview Drive Nw,7713,ranchview drive nw,,CALGARY,,Province of Alberta
29277,CYPRES - JL Mitchener School Before and After,,Nan,66,Munsee Street,,Cayuga,ON,Province of Ontario
33016,Sophiasburg Preschool and School Age Program,,Nan,406,County Road 15,,Sophiasburg,ON,Province of Ontario
10052,"PETITS EXPLORATEURS, CENTRE D'APPRENTISSAGE ET DE GARDE DE JEUNES ENFA",4204 54 AVENUE,4204 54 Avenue,4204,54 avenue,,LLOYDMINSTER,,Province of Alberta
9353,FAMILY FIRST OUT OF SCHOOL CARE,"100, 525 - 11 AVE SW",100 525 11 Ave Sw,100 525,11 ave sw,,CALGARY,,Province of Alberta
16468,LEAP N' LEARN DAYCARE SILVERADO,750-19369 SHERIFF KING STREET SW,750 19369 Sheriff King Street Sw,19369,sheriff king street sw,750,CALGARY,,Province of Alberta
37009,Katie's Home Daycare,127 Beaver St South Newcastle ON,127 beaver st south ,127,beaver st south,,Newcastle,Ontario,GoDayCare.com
38215,Halifax Grammar School - Junior Primary Program,945 TOWER RD.,945 Tower Rd,945,tower rd,,HALIFAX,,Province of Nova Scotia
43287,Panorama Group Daycare,2625 Panorama Dr,2625 Panorama Dr,2625,panorama dr,,Coquitlam,,Province of British Columbia
147,Northern Star Day Home,227 Niven Drive,227 Niven Drive,227,niven drive,,Yellowknife NT,,Northwest Territories
30554,Kids Connection at St. Matthew,,Nan,75,Waterbridge Lane,,Unionville,ON,Province of Ontario
18728,The Young Men's Christian Association of Brandon,"YMCA Brandon 231 8th Street Brandon, MB",ymca brandon 231 8th street ,231,8th street,ymca brandon,,,Province of Manitoba
29170,Children's Village at Navan,,Nan,1375,Colonial Road,,Ottawa,ON,Province of Ontario
43211,Growing Together Children's Centre,32981 Brundidge Ave,32981 Brundidge Ave,32981,brundidge ave,,Abbotsford,,Province of British Columbia
36097,Aurora Nursery School,33 Mosley Street Aurora ON,33 mosley street ,33,mosley street,,Aurora,Ontario,GoDayCare.com
19763,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
6804,INGLEWOOD CHILD LEARNING CENTRE OSC,11437 - 124 STREET,11437 124 Street,11437,124 street,,EDMONTON,,Province of Alberta
27494,LA GIRAFE ROSE INC.,"100-1400, boulevard Edouard, suite 100","100 1400, Boulevard Edouard, Suite 100",boulevard edouard,suite 100,100 1400,Saint-Hubert,,Province of Quèbec
1505,MMA SILIN FOREST CAMPUS,1 - 400 SILIN FOREST ROAD,1 400 Silin Forest Road,1 400,silin forest road,,FORT MCMURRAY,,Province of Alberta
14569,SPRUCE GROVE OUT OF SCHOOL PROGRAM,115 MAIN STREET,115 Main Street,115,main street,,SPRUCE GROVE,,Province of Alberta
9910,YMCA DEVONSHIRE CHILD CARE,1718 RABBIT HILL ROAD,1718 Rabbit Hill Road,1718,rabbit hill road,,EDMONTON,,Province of Alberta
29147,Children's Choice Child Care Over 6 Club,,Nan,1541,Oakhill Drive,,Oakville,ON,Province of Ontario
25068,CENTRE DE LA PETITE ENFANCE DU CENTRE COMMUNAUTAIRE JUIF,"5480, avenue de Westbury","5480, Avenue De Westbury",5480,avenue de westbury,,Montréal,,Province of Quèbec
20036,Lac du Bonnet Children's Centre Inc.,"Centennial School science room,gym 285 Mcarthur Avenue (Ave) Lac Du Bonnet, MB",centennial school science roomgym 285 mcarthur avenue  ,285,mcarthur avenue,centennial school science roomgym,,,Province of Manitoba
32249,Queen's Day Care Centre,,Nan,169,Union Street,,Kingston,ON,Province of Ontario
26953,GARDERIE ÉDUCATIVE LA TROTTINETTE INC.,"13315, boulevard Curé-Labelle","13315, Boulevard Curé Labelle",13315,boulevard curé labelle,,Mirabel,,Province of Quèbec
25975,GARDERIE LES PETITS ANGES,"19, rue Paiement","19, Rue Paiement",19,rue paiement,,Sainte-Geneviève,,Province of Quèbec
19329,Morrow Avenue Day Care Inc.,"Room 1, 3 and Multi-purpose room, gym 95 Pulberry Street Winnipeg, MB",room 1 3 and multi purpose room gym 95 pulberry street ,95,pulberry street,room 1 3 and multi purpose room gym,,,Province of Manitoba
2374,THORNHILL CHILD CARE - DOVER CENTRE,3141 34 AVENUE SE,3141 34 Avenue Se,3141,34 avenue se,,CALGARY,,Province of Alberta
16211,CHILDREN'S PLACE CHILD CARE CENTRE - OKOTOKS,102 ELIZABETH STREET,102 Elizabeth Street,102,elizabeth street,,OKOTOKS,,Province of Alberta
24122,LES AMIS FRIMOUSSES INC.,"551, boulevard Grande-Île","551, Boulevard Grande Île",boulevard,grande île,551,Salaberry-de-Valleyfield,,Province of Quèbec
43264,Wind And Tide Preschool - Gladwin,3474 Gladwin Rd,3474 Gladwin Rd,3474,gladwin rd,,Abbotsford,,Province of British Columbia
5663,MINI FRIENDS AFTERSCHOOL CARE,14510 118 STREET,14510 118 Street,14510,118 street,,EDMONTON,,Province of Alberta
21825,GARDERIE LA MARELLE INC.,"11872, rue Notre-Dame Est","11872, Rue Notre Dame Est",11872,rue notre dame est,,Montréal,,Province of Quèbec
11404,KIDS & COMPANY RED DEER,210 - 8 CONWAY STREET,210 8 Conway Street,210 8,conway street,,RED DEER,,Province of Alberta
16463,SUNVALLEY KIDS MONTESSORI QUEENSLAND,"402, 950 QUEENSLAND DRIVE SE",402 950 Queensland Drive Se,402,950 queensland drive se,,CALGARY,,Province of Alberta
19480,Solid Foundations Montessori School Inc.,"500 - 2476 Wenzel Street East St. Paul, MB","500 2476 Wenzel Street East St Paul Mb, Canada",,,,,,Province of Manitoba
21376,CPE MÈRE FRAMBOISE 1,"74, rue Hedgerow","74, Rue Hedgerow",74,rue hedgerow,,Kirkland,,Province of Quèbec
15130,WETASKIWIN EARLY LEARNING AND CHILDCARE CENTRE,4013 48 STREET,4013 48 Street,4013,48 street,,WETASKIWIN,,Province of Alberta
22446,LE PETIT MONDE DE MERIEM INC.,"6275, rue Jarry Est","6275, Rue Jarry Est",6275,rue jarry est,,Saint-Léonard,,Province of Quèbec
18390,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
13971,WHITEFIELD DAYCARE AND AFTER SCHOOL,3644 39 ST NE,3644 39 St Ne,3644,39 st ne,,CALGARY,,Province of Alberta
13723,MUNCHKIN ACADEMY INC.,"#316, 401 COOPERS BLVD. SW",#316 401 Coopers Blvd Sw,401,coopers blvd sw,#316,AIRDRIE,,Province of Alberta
17820,KIDS & COMPANY - ROYAL OAK,"7243, 8650 - 112 AVENUE NW",7243 8650 112 Avenue Nw,,,,CALGARY,,Province of Alberta
6038,ERMINESKIN COMMUNITY PRESCHOOL,10709 - 32A AVENUE,10709 32A Avenue,10709,32a avenue,,EDMONTON,,Province of Alberta
27376,GARDERIE LA PETITE ÉTOILE MAGIQUE,"103, rue F.P.-Labrie","103, Rue Fp Labrie",103,rue fp labrie,,Mercier,,Province of Quèbec
8839,SILVER SPRINGS DAY CARE CENTRE,7204 SILVERMEAD ROAD NW,7204 Silvermead Road Nw,7204,silvermead road nw,,CALGARY,,Province of Alberta
29900,Garderie Bernadette Child Care Centre,,Nan,100,Thomas More,,Ottawa,ON,Province of Ontario
32002,PLASP - St. Vincent de Paul Catholic School,,Nan,665,Willowbank Trail,,Mississauga,ON,Province of Ontario
11109,SHAWNESSY DAYCARE,184 SHAWNESSY DRIVE SW,184 Shawnessy Drive Sw,184,shawnessy drive sw,,CALGARY,,Province of Alberta
26419,AUX MILLE MERVEILLES,"1025, 114e Rue","1025, 114E Rue",1025,114e rue,,Saint-Georges,,Province of Quèbec
2443,A CHILD'S STORY - TERWILLEGAR OSC,201 1715 TOWNE CENTRE BLVD,201 1715 Towne Centre Blvd,201 1715,towne centre blvd,,EDMONTON,,Province of Alberta
12687,SUNVALLEY INFANT CARE,#4 539 QUEENSLAND DR SE,#4 539 Queensland Dr Se,539,queensland dr se,#4,CALGARY,,Province of Alberta
30792,Latchkey Day Care and Learning Centre - East Mersea,,Nan,547,Mersea Road,,Wheatley,ON,Province of Ontario
35424,Pr√©-Maternelle Du Centre De Ressources Pour Parents,6 Rue Prince Williams Campbellton NB,6 rue prince williams ,6,rue prince williams,,Campbellton,New Brunswick,GoDayCare.com
41659,Exploration Station Child Care,809 Merrycreek Rd,809 Merrycreek Rd,809,merrycreek rd,,Castlegar,,Province of British Columbia
32355,River Parkway Children's Centre,,Nan,40,Cleary Avenue,,Ottawa,ON,Province of Ontario
16020,FREE BIRDS GROUP FAMILY DAYHOME-CLOSED,103 EVANSGLEN CIRCLE NW,103 Evansglen Circle Nw,103,evansglen circle nw,,CALGARY,,Province of Alberta
42819,Hunny Bear Daycare,2679 Macbeth Cres,2679 Macbeth Cres,2679,macbeth cres,,Abbotsford,,Province of British Columbia
26716,GARDERIE LES PETITS NAVIGATEURS INC.,"150, rue Louis-Joseph-Doucet","150, Rue Louis Joseph Doucet",150,rue louis joseph doucet,,Lanoraie,,Province of Quèbec
17045,DISCOVERY PRESCHOOL DONALD R GETTY SCHOOL,8102 CHAPPELLE WAY SW,8102 Chappelle Way Sw,8102,chappelle way sw,,EDMONTON,,Province of Alberta
44212,QuAppelle Daycare Inc,"64 Empress Avenue Northwest, Box 552, Qu'Appelle, SK, S0G 4A0",64 empress avenue northwest  ,64,empress avenue northwest,,,,Province of Saskatchewan
18552,Child and Family Services of Western Manitoba,"2227 Brandon Avenue (Ave) Brandon, MB",2227 brandon avenue  ,2227,brandon avenue,,,,Province of Manitoba
42856,Rhiannon's Family Child Care,1511 Anchor Rd,1511 Anchor Rd,1511,anchor rd,,Crofton,,Province of British Columbia
26812,LES AMIS DE MANDOLINE INC.,"160, chemin Viger","160, Chemin Viger",160,chemin viger,,Sainte-Marie-Salomé,,Province of Quèbec
41288,Love For Kids Childcare Centre,7966 161 St,7966 161 St,7966,161 st,,Surrey,,Province of British Columbia
9789,LITTLE PEOPLES @ HERITAGE OUT OF SCHOOL CARE,3034 106 STREET,3034 106 Street,3034,106 street,,EDMONTON,,Province of Alberta
24463,FANFOUILLE,"161, avenue Champagnat, bureau 200","161, Avenue Champagnat, Bureau 200",avenue champagnat,bureau 200,161,Québec,,Province of Quèbec
33519,Muppets Infant and Toddler Centre - (Victoria Village) - 312 Main Street,,Nan,312,Main Street,,Toronto,ON,Province of Ontario
42859,Skidegate Early Childhood Development Centers,426 Skidegate Hts,426 Skidegate Hts,426,skidegate hts,,Skidegate,,Province of British Columbia
5523,LIVING IN THE LIGHT OUT OF SCHOOL CARE,51 WOODLANDS ROAD,51 Woodlands Road,51,woodlands road,,ST. ALBERT,,Province of Alberta
14110,SHAWNESSY YMCA CHILD DEVELOPMENT CENTRE,"400, 333 SHAWVILLE BLVD SE",400 333 Shawville Blvd Se,400,333 shawville blvd se,,CALGARY,,Province of Alberta
5409,PETER PAN CHILD CARE CENTRE (MILLWOODS) - TOWER II,142 MILLBOURNE MALL,142 Millbourne Mall,142,millbourne mall,,EDMONTON,,Province of Alberta
21198,L'ÉCOLE SPORTIVE DES P'TITS SAMOURAÏS,"7300, boulevard Jean XXIII","7300, Boulevard Jean Xxiii",7300,boulevard jean xxiii,,Trois-Rivières,,Province of Quèbec
8414,PEERS PLAYSCHOOL,NE1/4 SEC 16-54-14-W5M,Ne1/4 Sec 16 54 14 W5M,54 14,w5m,ne1/4 sec 16,PEERS,,Province of Alberta
