,source_full_address,full_address,street_number,street_name,unit,rearranged,rearranged_parsed
250,46 Milky Way Drive Hanwell E3C 1M7 (506) 455-4704,46 milky way drive,46,milky way drive,,46 milky way drive,"[('46', 'house_number'), ('milky way drive', 'road')]"
251,10 Dufferin Street Sackville E4L 3W3 (506) 536-1066,10 dufferin street,10,dufferin street,,10 dufferin street,"[('10', 'house_number'), ('dufferin street', 'road')]"
252,572 New Maryland Highway New Maryland E3C 1K1 (506) 292-1788,572 new maryland highway,572,new maryland highway,,572 new maryland highway,"[('572', 'house_number'), ('new maryland highway', 'road')]"
253,162 Bradshaw Drive New Maryland E3C 1H3 (506) 455-4667,162 bradshaw drive,162,bradshaw drive,,162 bradshaw drive,"[('162', 'house_number'), ('bradshaw drive', 'road')]"
254,1052 Northside Drive Minto E4B 3H7 (506) 327-4551,1052 northside drive,1052,northside drive,,1052 northside drive,"[('1052', 'house_number'), ('northside drive', 'road')]"
255,144 Oak Ridge Drive Moncton E1G 0M2 (506) 878-7554,144 oak ridge drive,144,oak ridge drive,,144 oak ridge drive,"[('144', 'house_number'), ('oak ridge drive', 'road')]"
256,31 School Lane Hillsborough E0A 1X0 (506) 962-5868,31 school lane,31,school lane,,31 school lane,"[('31', 'house_number'), ('school lane', 'road')]"
257,90 Water Street Riverside-Albert E4H 3Z7 (506) 962-5868,90 water street,90,water street,,90 water street,"[('90', 'house_number'), ('water street', 'road')]"
258,111 Eastwood Drive Woodstock E7M 1P5 (506) 324-1033,111 eastwood drive,111,eastwood drive,,111 eastwood drive,"[('111', 'house_number'), ('eastwood drive', 'road')]"
259,4138 rue Principale Tracadie-Sheila E1X 1B8 (506) 395-4013,4138 rue principale,4138,rue principale,,4138 rue principale,"[('4138', 'house_number'), ('rue principale', 'road')]"
260,4138 rue Principale Tracadie-Sheila E1X 1B8 (506) 395-4013,4138 rue principale,4138,rue principale,,4138 rue principale,"[('4138', 'house_number'), ('rue principale', 'road')]"
261,300 Restigouche Road Oromocto E2V 2H5 (506) 260-9898,300 restigouche road,300,restigouche road,,300 restigouche road,"[('300', 'house_number'), ('restigouche road', 'road')]"
262,208 MAIN Street Elsipogtog First Nation E4W 2X9 (506) 523-8305,208 main street,208,main street,,208 main street,"[('208', 'house_number'), ('main street', 'road')]"
263,361 Big Cove Road Elsipogtog First Nation E4W 2S3 (506) 523-8254,361 big cove road,361,big cove road,,361 big cove road,"[('361', 'house_number'), ('big cove road', 'road')]"
264,40 Henderson Avenue Riverview E1B 3P3 (506) 381-9380,40 henderson avenue,40,henderson avenue,,40 henderson avenue,"[('40', 'house_number'), ('henderson avenue', 'road')]"
265,B 557 Saint Mary's Street Fredericton E3A 8H4 (506) 897-0105,b 557 saint mary's street,557,saint mary's street,b,b 557 saint mary's street,"[('b', 'road'), ('557', 'house_number'), (""saint mary's street"", 'road')]"
266,15 Debbie Lane Richibucto Road E3A 6T6 (506) 261-3236,15 debbie lane,15,debbie lane,,15 debbie lane,"[('15', 'house_number'), ('debbie lane', 'road')]"
267,166 Tower Street Saint John E2M 1Z2 (506) 214-6789,166 tower street,166,tower street,,166 tower street,"[('166', 'house_number'), ('tower street', 'road')]"
268,166 Tower Street Saint John E2M 1Z2 (506) 214-6789,166 tower street,166,tower street,,166 tower street,"[('166', 'house_number'), ('tower street', 'road')]"
269,688 Prospect Street Fredericton E3B 6G9 (506) 472-3674,688 prospect street,688,prospect street,,688 prospect street,"[('688', 'house_number'), ('prospect street', 'road')]"
270,274 Halifax Street Moncton E1C 9S3 (506) 860-0690,274 halifax street,274,halifax street,,274 halifax street,"[('274', 'house_number'), ('halifax street', 'road')]"
271,14 Butternut Lane Noonan E3A 0Z3 (506) 440-4268,14 butternut lane,14,butternut lane,,14 butternut lane,"[('14', 'house_number'), ('butternut lane', 'road')]"
272,175 Diamond Street Fredericton E3G 7T9 (506) 206-1548,175 diamond street,175,diamond street,,175 diamond street,"[('175', 'house_number'), ('diamond street', 'road')]"
273,715 Street Priestman Fredericton E3B 5W7 (506) 458-9915,715 street priestman,,,,715 street priestman,"[('715 street priestman', 'road')]"
274,715 Street Priestman Fredericton E3B 5W7 (506) 458-9915,715 street priestman,,,,715 street priestman,"[('715 street priestman', 'road')]"
275,715 Street Priestman Fredericton E3B 5W7 (506) 458-9915,715 street priestman,,,,715 street priestman,"[('715 street priestman', 'road')]"
276,778 MacLaren Avenue Fredericton E3A 3L7 (506) 458-9379,778 maclaren avenue,778,maclaren avenue,,778 maclaren avenue,"[('778', 'house_number'), ('maclaren avenue', 'road')]"
277,778 MacLaren Avenue Fredericton E3A 3L7 (506) 458-9379,778 maclaren avenue,778,maclaren avenue,,778 maclaren avenue,"[('778', 'house_number'), ('maclaren avenue', 'road')]"
278,351 Aberdeen Street Fredericton E3B 1R8 (506) 452-8894,351 aberdeen street,351,aberdeen street,,351 aberdeen street,"[('351', 'house_number'), ('aberdeen street', 'road')]"
279,131 Duncan Lane Fredericton E3B 9T1 (506) 444-6249,131 duncan lane,131,duncan lane,,131 duncan lane,"[('131', 'house_number'), ('duncan lane', 'road')]"
280,131 Duncan Lane Fredericton E3B 9T1 (506) 444-6249,131 duncan lane,131,duncan lane,,131 duncan lane,"[('131', 'house_number'), ('duncan lane', 'road')]"
281,60 Veterans Drive Fredericton E3A 4C3 (506) 474-0252,60 veterans drive,60,veterans drive,,60 veterans drive,"[('60', 'house_number'), ('veterans drive', 'road')]"
282,125 Russ Howard Drive Moncton E1C 0L7 (506) 382-7529,125 russ howard drive,125,russ howard drive,,125 russ howard drive,"[('125', 'house_number'), ('russ howard drive', 'road')]"
283,125 Russ Howard Drive Moncton E1C 0L7 (506) 382-7529,125 russ howard drive,125,russ howard drive,,125 russ howard drive,"[('125', 'house_number'), ('russ howard drive', 'road')]"
284,9 School Street Perth-Andover E7H 4T4 (506) 273-4250,9 school street,9,school street,,9 school street,"[('9', 'house_number'), ('school street', 'road')]"
285,67 Road Ragged Point Saint John E2K 5C3 (506) 658-4607,67 road ragged point,67,road ragged point,,67 road ragged point,"[('67', 'house_number'), ('road ragged point', 'road')]"
286,211 STE-THRSE DIEPPE E1A 1T2 (506) 382-9507,211 ste thrse,211,ste thrse,,211 ste thrse,"[('211', 'house_number'), ('ste thrse', 'unit')]"
287,67 Road Ragged Point Saint John E2K 5C3 (506) 658-4607,67 road ragged point,67,road ragged point,,67 road ragged point,"[('67', 'house_number'), ('road ragged point', 'road')]"
288,210 Road Mill Moncton E1A 4B1 (506) 857-8999,210 road mill,road,mill,210,210 road mill,"[('210', 'house_number'), ('road', 'road'), ('mill', 'city')]"
289,82 Street Drummond Moncton E1A 2Z2 (506) 857-8999,82 street drummond,82 street,drummond,,82 street drummond,"[('82 street', 'road'), ('drummond', 'city')]"
290,210 Road Mill Moncton E1A 4B1 (506) 857-8999,210 road mill,road,mill,210,210 road mill,"[('210', 'house_number'), ('road', 'road'), ('mill', 'city')]"
291,295 boulevard St-Pierre Ouest Caraquet E1W 1B7 (506) 727-6737,295 boulevard st pierre ouest,295,boulevard st pierre ouest,,295 boulevard st pierre ouest,"[('295', 'house_number'), ('boulevard st pierre ouest', 'road')]"
292,215 chemin Lac Memramcook E4K 1R6 (506) 758-9972,215 chemin lac,215,chemin lac,,215 chemin lac,"[('215', 'house_number'), ('chemin lac', 'road')]"
293,4572 rue Principale Saint-Antoine E4V 1R4 (506) 525-2722,4572 rue principale,4572,rue principale,,4572 rue principale,"[('4572', 'house_number'), ('rue principale', 'road')]"
294,67 Road Ragged Point Saint John E2K 5C3 (506) 658-4607,67 road ragged point,67,road ragged point,,67 road ragged point,"[('67', 'house_number'), ('road ragged point', 'road')]"
295,67 Road Ragged Point Saint John E2K 5C3 (506) 658-4609,67 road ragged point,67,road ragged point,,67 road ragged point,"[('67', 'house_number'), ('road ragged point', 'road')]"
296,166 rue Lakeburn Dieppe E1A 2E8 (506) 382-4693,166 rue lakeburn,166,rue lakeburn,,166 rue lakeburn,"[('166', 'house_number'), ('rue lakeburn', 'road')]"
297,2311 Route 15 Irishtown E1H 2L4 (506) 856-3418,2311 route 15,2311,route 15,,2311 route 15,"[('2311', 'house_number'), ('route 15', 'road')]"
298,444 Drive Mclaughlin Moncton E1A 4R4 (506) 857-8010,444 drive mclaughlin,444,drive mclaughlin,,444 drive mclaughlin,"[('444', 'house_number'), ('drive mclaughlin', 'road')]"
299,1122 Drive Elmwood Moncton E1H 2H2 (506) 384-5332,1122 drive elmwood,1122 drive,elmwood,,1122 drive elmwood,"[('1122 drive', 'road'), ('elmwood', 'suburb')]"
300,67 Road Ragged Point Saint John E2K 5C3 (506) 658-4607,67 road ragged point,67,road ragged point,,67 road ragged point,"[('67', 'house_number'), ('road ragged point', 'road')]"
301,3 rue Notre Dame Kedgwick E8B 1H2 (506) 284-9811,3 rue notre dame,3,rue notre dame,,3 rue notre dame,"[('3', 'house_number'), ('rue notre dame', 'road')]"
302,B 272 rue Notre Dame Atholville E3N 3Z9 (506) 753-6038,b 272 rue notre dame,272,rue notre dame,b,b 272 rue notre dame,"[('b', 'road'), ('272', 'house_number'), ('rue notre dame', 'road')]"
303,162 chemin Cormier Village Grand-Barachois (506) 532-9536,162 chemin cormier village,162,chemin cormier village,,162 chemin cormier village,"[('162', 'house_number'), ('chemin cormier village', 'road')]"
304,76 rue Mathias Dieppe E1A 9H6 (506) 870-0563,76 rue mathias,76,rue mathias,,76 rue mathias,"[('76', 'house_number'), ('rue mathias', 'road')]"
305,8 rue Du Ruisseau Saint-Jacques E7B 2Y6 (506) 736-0800,8 rue du ruisseau,8,rue du ruisseau,,8 rue du ruisseau,"[('8', 'house_number'), ('rue du ruisseau', 'road')]"
306,5 rue Rue Des Sapins Kedgwick E8B 2B3 (506) 284-1017,5 rue rue des sapins,5,rue rue des sapins,,5 rue rue des sapins,"[('5', 'house_number'), ('rue rue des sapins', 'road')]"
307,65 rue LaPlante Est Petit-Rocher E8J 1H4 (506) 783-7070,65 rue laplante est,65,rue laplante est,,65 rue laplante est,"[('65', 'house_number'), ('rue laplante est', 'road')]"
308,65 rue LaPlante Est Petit-Rocher E8J 1H4 (506) 783-7070,65 rue laplante est,65,rue laplante est,,65 rue laplante est,"[('65', 'house_number'), ('rue laplante est', 'road')]"
309,810 chemin Ohio Shediac E4P 2K1 (506) 533-9461,810 chemin ohio,810,chemin ohio,,810 chemin ohio,"[('810', 'house_number'), ('chemin ohio', 'road')]"
310,644 Drive University Bathurst E2A 2W6 (506) 548-8069,644 drive university,644,drive university,,644 drive university,"[('644', 'house_number'), ('drive university', 'road')]"
311,248 rue Marguerite Bourgeoys Caraquet E1W 1A4 (506) 727-6883,248 rue marguerite bourgeoys,248,rue marguerite bourgeoys,,248 rue marguerite bourgeoys,"[('248', 'house_number'), ('rue marguerite bourgeoys', 'road')]"
312,806 rue cole Beresford E8K 1V5 (506) 542-1907,806 rue cole,806,rue cole,,806 rue cole,"[('806', 'house_number'), ('rue cole', 'road')]"
313,9 rue Violette Saint-Quentin E8A 2B7 (506) 235-2942,9 rue violette,9,rue violette,,9 rue violette,"[('9', 'house_number'), ('rue violette', 'road')]"
314,210 rue Mgr Martin Est Saint-Quentin E8A 1V4 (506) 235-6024,210 rue mgr martin est,210,rue mgr martin est,,210 rue mgr martin est,"[('210', 'house_number'), ('rue mgr martin est', 'road')]"
315,66 Promenade Newcombe Moncton E1A 7K2 (506) 383-0077,66 promenade newcombe,66,promenade newcombe,,66 promenade newcombe,"[('66', 'house_number'), ('promenade newcombe', 'road')]"
316,66 Promenade Newcombe Moncton E1A 9V4 (506) 383-0077,66 promenade newcombe,66,promenade newcombe,,66 promenade newcombe,"[('66', 'house_number'), ('promenade newcombe', 'road')]"
317,80 Promenade Newcombe Moncton E1A 9V4 (506) 383-0078,80 promenade newcombe,80,promenade newcombe,,80 promenade newcombe,"[('80', 'house_number'), ('promenade newcombe', 'road')]"
318,80 Promenade Newcombe Moncton E1A 9V4 (506) 383-0078,80 promenade newcombe,80,promenade newcombe,,80 promenade newcombe,"[('80', 'house_number'), ('promenade newcombe', 'road')]"
319,40 Robin rue Nguac E9G 0B1 (506) 779-6057,40 robin rue,40,robin rue,,40 robin rue,"[('40', 'house_number'), ('robin rue', 'road')]"
320,16 Street Paul Grand-Barachois E4P 7Y5 (506) 351-0904,16 street paul,,,,16 street paul,"[('16 street paul', 'road')]"
321,295 chemin Lebouthillier St-Simon E8P 1Z5 (506) 726-0315,295 chemin lebouthillier,295,chemin lebouthillier,,295 chemin lebouthillier,"[('295', 'house_number'), ('chemin lebouthillier', 'road')]"
322,114 chemin Rang 7 Et 8 Kedgwick E8B 1W1 (506) 284-3280,114 chemin rang 7 et 8,chemin rang 7,et 8,114,114 chemin rang 7 et 8,"[('114', 'house_number'), ('chemin rang 7', 'road'), ('et 8', 'level')]"
323,1120 rue Saulnier Ouest Tracadie-Sheila E1X 2J4 (506) 395-5482,1120 rue saulnier ouest,1120,rue saulnier ouest,,1120 rue saulnier ouest,"[('1120', 'house_number'), ('rue saulnier ouest', 'road')]"
324,1808 chemin Saulnier Ouest Saint-Irene E1X 2B1 (506) 395-4749,1808 chemin saulnier ouest,1808,chemin saulnier ouest,,1808 chemin saulnier ouest,"[('1808', 'house_number'), ('chemin saulnier ouest', 'road')]"
325,1741 Route 315 Dunlop E8K 2K7 (506) 226-0829,1741 route 315,1741,route 315,,1741 route 315,"[('1741', 'house_number'), ('route 315', 'road')]"
326,50 rue Surette Dieppe E1A 8H7 (506) 386-7197,50 rue surette,50,rue surette,,50 rue surette,"[('50', 'house_number'), ('rue surette', 'road')]"
327,7692 Route 17 Kedgwick E8B 1W5 (506) 284-0238,7692 route 17,7692,route 17,,7692 route 17,"[('7692', 'house_number'), ('route 17', 'road')]"
328,14 rue Dominique Grande-Digue E4R 0B9 (506) 531-0880,14 rue dominique,14,rue dominique,,14 rue dominique,"[('14', 'house_number'), ('rue dominique', 'road')]"
329,23 croissant Murielle Dieppe E1A 7R3 (506) 382-6845,23 croissant murielle,23,croissant murielle,,23 croissant murielle,"[('23', 'house_number'), ('croissant murielle', 'road')]"
330,55 Promenade Madawaska Dieppe E1A 5C8 (506) 229-2265,55 promenade madawaska,55,promenade madawaska,,55 promenade madawaska,"[('55', 'house_number'), ('promenade madawaska', 'road')]"
331,845 chemin Canada Edmundston E3V 3X1 (506) 737-8425,845 chemin canada,845,chemin canada,,845 chemin canada,"[('845', 'house_number'), ('chemin canada', 'road')]"
332,6395 Route 17 Saint-Quentin E8A 2J8 (506) 504-0057,6395 route 17,6395,route 17,,6395 route 17,"[('6395', 'house_number'), ('route 17', 'road')]"
333,190 rue Principale Sainte-Anne-de-Madawaska E7E 1B8 (506) 445-1180,190 rue principale,190,rue principale,,190 rue principale,"[('190', 'house_number'), ('rue principale', 'road')]"
334,2175 Route 133 Grand-Barachois E4P 8E8 (506) 874-8857,2175 route 133,2175,route 133,,2175 route 133,"[('2175', 'house_number'), ('route 133', 'road')]"
335,267 rue Paquet Caraquet E1W 1A4 (506) 727-0965,267 rue paquet,267,rue paquet,,267 rue paquet,"[('267', 'house_number'), ('rue paquet', 'road')]"
336,366 rue Beaumont Dieppe E1A 1A8 (506) 384-7369,366 rue beaumont,366,rue beaumont,,366 rue beaumont,"[('366', 'house_number'), ('rue beaumont', 'road')]"
337,5 chemin Gauvin Petite-Lamque E8T 2M9 (506) 344-5655,5 chemin gauvin petite,5,chemin gauvin petite,,5 chemin gauvin petite,"[('5', 'house_number'), ('chemin gauvin petite', 'road')]"
338,151 chemin Haut-Lamque Haut-Lamque E8T 3M8 (506) 344-5577,151 chemin haut lamque haut,151,chemin haut lamque haut,,151 chemin haut lamque haut,"[('151', 'house_number'), ('chemin haut lamque haut', 'road')]"
339,203 avenue Loudun Shippagan E8S 1R6 (506) 336-4538,203 avenue loudun,avenue,loudun,203,203 avenue loudun,"[('203', 'house_number'), ('avenue', 'road'), ('loudun', 'city')]"
340,4572 Route 134 Allardville E8L 1E4 (506) 725-2072,4572 route 134,4572,route 134,,4572 route 134,"[('4572', 'house_number'), ('route 134', 'road')]"
341,2 65 rue De L'cole Rogersville E4Y 1V4 (506) 623-8069,2 65 rue de l'cole,2 65,rue de l'cole,,2 65 rue de l'cole,"[('2 65', 'house_number'), (""rue de l'cole"", 'road')]"
342,2 50 rue De L'cole Rogersville E4Y 1V7 (506) 623-8069,2 50 rue de l'cole,2 50,rue de l'cole,,2 50 rue de l'cole,"[('2 50', 'house_number'), (""rue de l'cole"", 'road')]"
343,273 rue Du Pecheur Nord Lamque E8T 1K9 (506) 344-2232,273 rue du pecheur nord,273,rue du pecheur nord,,273 rue du pecheur nord,"[('273', 'house_number'), ('rue du pecheur nord', 'road')]"
344,46 rue Upton Moncton E1E 3Z1 (506) 874-0656,46 rue upton,46,rue upton,,46 rue upton,"[('46', 'house_number'), ('rue upton', 'road')]"
345,1520 rue Principale Saint-Basile E7C 1M8 (506) 353-0650,1520 rue principale,1520,rue principale,,1520 rue principale,"[('1520', 'house_number'), ('rue principale', 'road')]"
346,67 rue De L'Anse Eel River Crossing E8E 1P9 (506) 686-3207,67 rue de l'anse,67,rue de l'anse,,67 rue de l'anse,"[('67', 'house_number'), (""rue de l'anse"", 'road')]"
347,8 Street Boucher Campbellton E3N 2P1 (506) 790-5596,8 street boucher,,,,8 street boucher,"[('8 street boucher', 'road')]"
348,172 Route 280 Dundee E8E 1Y5 (506) 826-9212,172 route 280,172,route 280,,172 route 280,"[('172', 'house_number'), ('route 280', 'road')]"
349,2474 chemin Acadie Cap-Pel E4N 1C9 (506) 871-5888,2474 chemin acadie,2474,chemin acadie,,2474 chemin acadie,"[('2474', 'house_number'), ('chemin acadie', 'road')]"
350,27 avenue Laboissonniere Edmundston E3V 3S7 (506) 739-9062,27 avenue laboissonniere,27,avenue laboissonniere,,27 avenue laboissonniere,"[('27', 'house_number'), ('avenue laboissonniere', 'road')]"
351,27 avenue Laboissonniere Edmundston E3V 3S7,27 avenue laboissonniere,27,avenue laboissonniere,,27 avenue laboissonniere,"[('27', 'house_number'), ('avenue laboissonniere', 'road')]"
352,12 chemin Job Grand-Barachois E4P 7P7 (506) 532-5768,12 chemin job,12,chemin job,,12 chemin job,"[('12', 'house_number'), ('chemin job', 'road')]"
353,12 chemin Job Grand-Barachois E4P 7P7 (506) 532-5768,12 chemin job,12,chemin job,,12 chemin job,"[('12', 'house_number'), ('chemin job', 'road')]"
354,12 chemin Job Grand-Barachois E4P 7P7 (506) 532-5768,12 chemin job,12,chemin job,,12 chemin job,"[('12', 'house_number'), ('chemin job', 'road')]"
