,Nom de l'installation,Région administrative,Adresse,Municipalité,Code postal,Téléphone,Télécopieur,Adresse courriel,Type de service de garde,Places totales au permis,Places 17 mois ou moins,Place à contribution réduite,Territoire couvert,Places totales à l'agrément,Nombre de RSG reconnues
5535,CENTRE DE LA PETITE ENFANCE FLEUR ET MIEL,8 - Abitibi-Témiscamingue,"545, boulevard du Collège",Rouyn-Noranda,J9X 5E5,(819) 762-7121,,,CPE,80.0,15.0,CR,,,
5536,CENTRE DE LA PETITE ENFANCE FLEUR ET MIEL,8 - Abitibi-Témiscamingue,"545 A, boulevard du Collège",Rouyn-Noranda,J9X 5E5,,,,CPE,43.0,10.0,CR,,,
5537,CENTRE DE LA PETITE ENFANCE FLEUR ET MIEL,8 - Abitibi-Témiscamingue,"2501, route des Pionniers C.P. 65",Rouyn-Noranda,J0Z 1K0,(819) 797-8656,,direction.generale@fleuretmiel.com,CPE,13.0,5.0,CR,,,
5538,CENTRE DE LA PETITE ENFANCE L'ANODE MAGIQUE,8 - Abitibi-Témiscamingue,"111, rue d'Évain",Rouyn-Noranda,J0Z 1Y0,,,,CPE,47.0,5.0,CR,,,
5539,CENTRE DE LA PETITE ENFANCE L'ANODE MAGIQUE INC.,8 - Abitibi-Témiscamingue,"36, 6e Rue",Rouyn-Noranda,J9X 1Y7,(819) 797-8461,,,CPE,67.0,15.0,CR,,,
5540,CENTRE DE LA PETITE ENFANCE L'ANODE MAGIQUE INC.,8 - Abitibi-Témiscamingue,"180, rue de McWatters",Rouyn-Noranda,J9Y 0H2,(819) 797-8884,(819) 797-8986,,CPE,47.0,5.0,CR,,,
5541,CENTRE DE LA PETITE ENFANCE LA RIBAMBELLE,8 - Abitibi-Témiscamingue,"111, 11e Rue",Rouyn-Noranda,J9X 2E8,"(819) 762-1444, poste 235",(819) 762-1344,marilyn.aubin@ribambelle.ca,CPE,80.0,10.0,CR,,,
5542,GARDERIE AUX MILLE ET UN PAS,8 - Abitibi-Témiscamingue,"456, avenue Richard",Rouyn-Noranda,J9X 4L8,(819) 762-1434,,info@progazat.com,GARD,47.0,5.0,,,,
5543,"LE VOL DU COLIBRI, COOP DE SOLIDARITÉ",8 - Abitibi-Témiscamingue,"561, avenue Murdoch",Rouyn-Noranda,J9X 1H4,(819) 762-6500,(819) 764-6501,info@colibri.coop,GARD,80.0,15.0,,,,
5544,"LE VOL DU COLIBRI, COOP DE SOLIDARITÉ (VOLET 2)",8 - Abitibi-Témiscamingue,"561, C avenue Murdoch",Rouyn-Noranda,J9X 1H4,(819) 762-6500,(819) 764-6501,info@colibri.coop,GARD,75.0,10.0,,,,
5545,CENTRE DE LA PETITE ENFANCE BOUT D'CHOU,8 - Abitibi-Témiscamingue,"202, rue de l'Aréna",Sainte-Germaine-Boulé,J0Z 1M0,(819) 787-2223,(819) 787-2124,cpeboutdchou@hotmail.com,CPE,42.0,5.0,CR,,,
5546,CENTRE DE LA PETITE ENFANCE BOUT'CHOU ET CASSE-COU INC.,8 - Abitibi-Témiscamingue,"770, 11e Avenue",Senneterre,J0Y 2M0,(819) 737-2918,,,CPE,78.0,10.0,CR,,,
5547,PAVILLON LISETTE BRANCONNIER,8 - Abitibi-Témiscamingue,"221, 12 ième Avenue Est",Senneterre,J0Y 2M0,"(819) 737-3231, poste 321",(819) 737-4545,dg@cpebccc.org,CPE,21.0,5.0,CR,,,
5548,CPE (CENTRE DE LA PETITE ENFANCE) CANNELLE ET PRUNEAU INC.,8 - Abitibi-Témiscamingue,"1411, chemin Kipawa",Témiscaming,J0Z 3R0,(819) 627-9471,(819) 627-9685,direction.cpecp@cablevision.qc.ca,CPE,70.0,10.0,CR,,,
5549,CENTRE DE LA PETITE ENFANCE ABINODJIC-MIGUAM,8 - Abitibi-Témiscamingue,"801, 6e Avenue",Val-d'Or,J9P 7H3,(819) 874-2323,(819) 874-9348,miguam.dir@cablevision.qc.ca,CPE,80.0,10.0,CR,,,
5550,CENTRE DE LA PETITE ENFANCE LA VALLÉE DES LOUPIOTS,8 - Abitibi-Témiscamingue,"250, Avenue Paquin",Val-d'Or,J9P 3M6,"(819) 825-2260, poste 251",(819) 825-2242,hroussy.cpecvdl@cablevision.qc.ca,CPE,80.0,15.0,CR,,,
5551,CENTRE DE LA PETITE ENFANCE MISIPISON,8 - Abitibi-Témiscamingue,", Kitcisakik, Grand-Lac-Victoria, via Louvicourt C.P. 520",Val-d'Or,J9P 7C6,(819) 736-3009,,,CPE,45.0,7.0,CR,,,
5552,CENTRE DE LA PETITE ENFANCE VALLÉE DES LOUPIOTS,8 - Abitibi-Témiscamingue,"7, place Guillemette",Val-d'Or,J9P 3M6,"(819) 825-2260, poste 241",(819) 825-2242,,CPE,65.0,0.0,CR,,,
5553,CENTRE DE LA PETITE ENFANCE VALLÉE DES LOUPIOTS,8 - Abitibi-Témiscamingue,"351, rue de l'Église",Val-d'Or,J9P 0B8,"(819) 825-2260, poste 231",(819) 825-2231,,CPE,59.0,10.0,CR,,,
5554,GARDERIE AUX JARDINS DES MERVEILLES 2001,8 - Abitibi-Témiscamingue,"111, chemin de la Baie-Carrière",Val-d'Or,J9P 4M5,(819) 874-1403,(819) 874-2286,jardindesmerveilles@hotmail.com,GARD,80.0,10.0,CR,,,
5555,LE CENTRE DE LA PETITE ENFANCE LA MAGIE DU RÊVE,8 - Abitibi-Témiscamingue,"1277, boulevard Forest",Val-d'Or,J9P 5H3,(819) 825-2677,,france-claude.cpe@cablevision.qc.ca,CPE,80.0,10.0,CR,,,
5556,CENTRE DE LA PETITE ENFANCE CHEZ CALIMÉRO,8 - Abitibi-Témiscamingue,"5, rue Richard",Ville-Marie,J9V 1Y5,"(819) 622-1222, poste 102",(819) 622-2788,directrice@cpecalimero.ca,CPE,62.0,10.0,CR,,,
5557,CENTRE DE LA PETITE ENFANCE CHEZ CALIMÉRO,8 - Abitibi-Témiscamingue,"58, rue Richard",Ville-Marie,J9V 1Y6,"(819) 622-1222, poste 102",(819) 622-2788,directrice@cpecalimero.ca,CPE,44.0,10.0,CR,,,
5558,CENTRE DE LA PETITE ENFANCE AMOSESAG,8 - Abitibi-Témiscamingue,"603, Ocki Mikana",Winneway,J0Z 2J0,(819) 722-2441,(819) 722-2234,,CPE,30.0,5.0,CR,,,
5559,CENTRE DE LA PETITE ENFANCE AU BOISÉ,9 - Côte-Nord,"25, avenue Chapleau",Baie-Comeau,G4Z 2M1,(418) 296-5163,(418) 296-5685,cpeauboise@globetrotter.net,CPE,55.0,5.0,CR,,,
5560,CENTRE DE LA PETITE ENFANCE AU CARRÉ DE SABLE INC.,9 - Côte-Nord,"1472, rue Côté",Baie-Comeau,G5C 2E7,(418) 589-7828,(418) 589-1983,aucarredesable@globetrotter.net,CPE,65.0,5.0,CR,,,
5561,INSTALLATION LES GAMINS D'ICI,9 - Côte-Nord,"22, avenue Monseigneur Plessis",Baie-Comeau,G4Z 1X8,(418) 296-3737,(418) 294-6338,lucie.vaillancourt@cpemagimuse.ca,CPE,55.0,5.0,CR,,,
5562,LES P'TITS BÉCOTS,9 - Côte-Nord,"525, boulevard Blanche",Baie-Comeau,G5C 2B2,(418) 589-6762,(418) 589-1446,lesptitsbecots@globetrotter.net,CPE,78.0,10.0,CR,,,
5563,CENTRE DE LA PETITE ENFANCE MER ET MOUSSE,9 - Côte-Nord,"2, rue Pointe-Lazy",Blanc-Sablon,G0G 1W0,(418) 461-2525,(418) 461-2550,cpemermousse@globetrotter.net,CPE,32.0,8.0,CR,,,
5564,CPE LA GIROFLÉE ESCOUMINS,9 - Côte-Nord,"29, rue de la Réserve",Essipit,G0T 1K0,(418) 233-4545,(418) 233-4048,lagiroflee@msn.com,CPE,26.0,0.0,CR,,,
5565,"CENTRE DE LA PETITE ENFANCE ""LE MUR-MÛR"" INC.",9 - Côte-Nord,"299, Le Carrefour, local 22",Fermont,G0G 1J0,(833) 287-3513,(833) 287-3713,Direction.cpemurmur@gmail.com,CPE,78.0,10.0,CR,,,
5566,CPE LA GIROFLÉE FORESTVILLE,9 - Côte-Nord,"11, 10e rue",Forestville,G0T 1E0,(418) 233-4545,(418) 233-4048,lagiroflee@msn.com,CPE,16.0,0.0,CR,,,
5567,CENTRE DE LA PETITE ENFANCE PICASSOU INC.,9 - Côte-Nord,"1310, rue de la Digue",Havre-Saint-Pierre,G0G 1P0,(418) 538-1230,(418) 538-1890,dgcpephsp@globetrotter.net,CPE,75.0,15.0,CR,,,
5568,CENTRE DE LA PETITE ENFANCE SACHIDUN,9 - Côte-Nord,"1011, route Naskapi",Kawawachikamach,G0G 2Z0,(418) 585-2020,(418) 585-2050,sachidun@naskapi.ca,CPE,26.0,5.0,CR,,,
5569,CENTRE DE LA PETITE ENFANCE NUSSUM,9 - Côte-Nord,"92, rue du Large C.P. 212",La Romaine,G0G 1M0,,,cpe.nussum.ca@gmail.com,CPE,29.0,5.0,CR,,,
5570,CPE LA GIROFLÉE BERGERONNES,9 - Côte-Nord,"512, rue du Boisé",Les Bergeronnes,G0T 1G0,"(418) 232-6244, poste 6",(418) 232-1072,lagiroflee@msn.com,CPE,21.0,5.0,CR,,,
5571,INSTALLATION 2 AUX MILLE SURPRISES,9 - Côte-Nord,"499, rue du Centre",Longue-Pointe-de-Mingan,G0G 1V0,(418) 949-2148,(418) 538-1890,dgcpephsp@globetrotter.net,CPE,21.0,5.0,CR,,,
5572,CENTRE DE LA PETITE ENFANCE AUASSIS,9 - Côte-Nord,"30, rue Manakash",Maliotenam,G4R 4K2,(418) 927-3370,(418) 927-3394,reception@cpeauassis.ca,CPE,58.0,10.0,CR,,,
5573,CENTRE DE LA PETITE ENFANCE UAPUKUN,9 - Côte-Nord,"188, rue Pashin",Natashquan,G0G 2E0,(418) 726-3800,(418) 726-3803,reception@cpeuapukun.ca,CPE,64.0,10.0,CR,,,
5574,NUITSHEUAKAN,9 - Côte-Nord,"2, place Niash Picard",Pessamit,G0H 1B0,(418) 567-2000,(418) 567-8000,poupon@globetrotter.net,CPE,78.0,10.0,CR,,,
5575,LA MER-VEILLEUSE,9 - Côte-Nord,"31, rue Audubon",Port-Cartier,G5B 1M2,(418) 766-5156,(418) 766-5159,directiongenerale@cpetouchatouille.com,CPE,78.0,10.0,CR,,,
5576,LE SENTIER DES MERVEILLES,9 - Côte-Nord,"20, boulevard des Îles",Port-Cartier,G5B 2N4,(418) 766-5156,(418) 766-5159,directiongenerale@cpetouchatouille.com,CPE,78.0,10.0,CR,,,
5577,INSTALLATION MAGIMUSE,9 - Côte-Nord,"37, route 138",Ragueneau,G0H 1S0,(418) 567-4646,(418) 567-4647,lucie.vaillancourt@cpemagimuse.ca,CPE,44.0,10.0,CR,,,
5578,CENTRE DE LA PETITE ENFANCE GRAIN DE SOLEIL,9 - Côte-Nord,"64, rue Dufour",Sacré-Coeur,G0T 1Y0,(418) 236-1510,(418) 236-1509,gestionnaire@cpegraindesoleil.com,CPE,52.0,10.0,CR,,,
5579,CENTRE DE LA PETITE ENFANCE UATIKUSS,9 - Côte-Nord,"204, rue Lorraine",Schefferville,G0G 2T0,(418) 585-2820,(418) 585-2821,cpeuatikuss@hotmail.ca,CPE,44.0,10.0,CR,,,
5580,AU JARDIN DES RÊVES,9 - Côte-Nord,"51, rue Joséphat-Méthot",Sept-Îles,G4R 0G2,(418) 962-2844,(418) 968-6188,laurie.cormier@cpebontoit.com,CPE,78.0,10.0,CR,,,
5581,AUX MILLE MERVEILLES,9 - Côte-Nord,"123, rue de la Vérendrye",Sept-Îles,G4R 5V3,(418) 962-2844,(418) 968-6188,laurie.cormier@cpebontoit.com,CPE,57.0,5.0,CR,,,
5582,CENTRE DE LA PETITE ENFANCE NID D'HIRONDELLE,9 - Côte-Nord,"392, rue Comeau",Sept-Îles,G4R 5K8,(418) 962-1144,(418) 968-1144,cpeniddhirondelle@cgocable.ca,CPE,55.0,5.0,CR,,,
5583,CENTRE À LA PETITE ENFANCE RITOURN'AILES DE SEPT-ÎLES,9 - Côte-Nord,"912, avenue De Quen",Sept-Îles,G4R 2S5,"(418) 961-2933, poste 7",(418) 961-2942,kvigneault@ritournailes.ca,CPE,70.0,10.0,CR,,,
5584,LA MAISONNETTE,9 - Côte-Nord,"21, rue Michaud",Sept-Îles,G4R 1G9,"(418) 962-2420, poste 7",(418) 968-8196,kvigneault@ritournailes.ca,CPE,45.0,5.0,CR,,,
5585,LA MER VEILLE,9 - Côte-Nord,"186, avenue Brochu",Sept-Îles,G4R 2W2,"(418) 962-1477, poste 7",(418) 962-1488,kvigneault@ritournailes.ca,CPE,39.0,5.0,CR,,,
5586,CPE LA GIROFLÉE TADOUSSAC,9 - Côte-Nord,"286-A, rue de la Falaise",Tadoussac,G0T 2A0,(418) 232-6244,,lagiroflee@msn.com,CPE,21.0,5.0,CR,,,
5587,CENTRE DE LA PETITE ENFANCE METUETAU,9 - Côte-Nord,"101, rue Pashin",Uashat,G4R 5E8,(418) 968-5397,(418) 968-5398,cpemetuetau@globetrotter.net,CPE,78.0,10.0,CR,,,
5588,CENTRE DE LA PETITE ENFANCE AKULIVIK,10 - Nord-du-Québec,",   C.P. 19",Akulivik,J0M 1V0,(819) 496-2957,(819) 496-2959,,CPE,30.0,5.0,CR,,,
5589,CENTRE DE LA PETITE ENFANCE SUKLIATEET,10 - Nord-du-Québec,",   C.P. 39",Aupaluk,J0M 1X0,(819) 491-7070,(819) 491-7035,,CPE,30.0,5.0,CR,,,
5590,CENTRE DE LA PETITE ENFANCE PELUCHES ET BALUCHONS,10 - Nord-du-Québec,"21, 2e Avenue",Chapais,G0W 1H0,(418) 745-2722,(418) 745-2744,peluchesetbaluchons@hotmail.ca,CPE,45.0,5.0,CR,,,
5591,CENTRE DE LA PETITE ENFANCE AWASH UTAMET,10 - Nord-du-Québec,"611, 5e Rue C.P. G8P",Chibougamau,G8P 0C2,(418) 748-6161,(418) 748-6954,cpeawashutamet@gmail.com,CPE,60.0,10.0,CR,,,
5592,CENTRE DE LA PETITE ENFANCE PLANÈTE SOLEIL,10 - Nord-du-Québec,"899, rue O'Connell",Chibougamau,G8P 2N3,(418) 748-2847,,planetesoleil@lino.sympatico.ca,CPE,73.0,5.0,CR,,,
5593,JENNA CENTRE,10 - Nord-du-Québec,"4, Chemin Fort-George",Chisasibi,J0M 1E0,,,pnorquay@cra.qc.ca,CPE,80.0,12.0,CR,,,
5594,NUDIWAASHAU CENTRE,10 - Nord-du-Québec,"38, Chemin Fort-George",Chisasibi,J0M 1E0,,,pnorquay@cra.qc.ca,CPE,80.0,12.0,CR,,,
5595,PRESTON CENTRE,10 - Nord-du-Québec,"5, Chemin Fort-George",Chisasibi,J0M 1E0,(819) 855-3322,,pnorquay@cra.qc.ca,CPE,80.0,22.0,CR,,,
5596,CENTRE DE LA PETITE ENFANCE WASEYAPIN,10 - Nord-du-Québec,"15, Chemin Opinica",Eastmain,J0M 1W0,(819) 977-2207,(819) 977-2209,pnorquay@cra.qc.ca,CPE,80.0,12.0,CR,,,
5597,CENTRE DE LA PETITE ENFANCE MAMIE-SOURIS,10 - Nord-du-Québec,"2703, boulevard McDuff",Gouvernement régional d'Eeyou Istch,J0Z 1H0,(819) 941-2300,,,CPE,29.0,5.0,CR,,,
5598,SERVICE DE GARDE TASIURVIK INC.,10 - Nord-du-Québec,",   C.P. 280",Inukjuak,J0M 1M0,(819) 254-8999,,,CPE,80.0,10.0,CR,,,
5599,SERVICE DE GARDE TASIURVIK INC.,10 - Nord-du-Québec,",   C.P. 280",Inukjuak,J0M 1M0,,,,CPE,65.0,10.0,CR,,,
5600,CENTRE DE LA PETITE ENFANCE AMAARVIK,10 - Nord-du-Québec,",   C.P. 50",Ivujivik,J0M 1H0,(819) 922-3678,(819) 922-3680,,CPE,30.0,5.0,CR,,,
5601,CENTRE DE LA PETITE ENFANCE AQAIVIK,10 - Nord-du-Québec,",   C.P. 130",Kangiqsualujjuaq,J0M 1N0,(819) 337-5624,(819) 337-5626,aqaivik@tamaani.ca,CPE,60.0,10.0,CR,,,
5602,CENTRE DE LA PETITE ENFANCE SARALIKITAARAPIIT,10 - Nord-du-Québec,",   C.P. 130",Kangiqsualujjuaq,J0M 1N0,,,,CPE,45.0,10.0,CR,,,
5603,CENTRE DE LA PETITE ENFANCE MIKIJUQ,10 - Nord-du-Québec,",   C.P. 169",Kangiqsujuaq,J0M 1K0,(819) 338-3362,(819) 338-3242,centerdirector@mikijuq.ca,CPE,45.0,5.0,CR,,,
5604,CENTRE DE LA PETITE ENFANCE AMAARTAUVIK,10 - Nord-du-Québec,", Case Postale 160 C.P. 160",Kangirsuk,J0M 1A0,(819) 935-4848,(819) 935-4851,,CPE,30.0,5.0,CR,,,
5605,CENTRE DE LA PETITE ENFANCE IQITAUVIK/ IQITAUVIK CHILD CARE CENTRE - TUMIAPIIT,10 - Nord-du-Québec,",   C.P. 699",Kuujjuaq,J0M 1C0,(819) 964-0592,(819) 964-1627,director@tumiapiit.ca,CPE,80.0,10.0,CR,,,
5606,CENTRE DE LA PETITE ENFANCE IQITAUVIK/IQITAUVIK CHILD CARE CENTRE,10 - Nord-du-Québec,",   C.P. 699",Kuujjuaq,J0M 1C0,(819) 964-2754,(819) 964-0320,,CPE,80.0,10.0,CR,,,
5607,CENTRE DE LA PETITE ENFANCE SAQLIAVIK,10 - Nord-du-Québec,",   C.P. 429",Kuujjuarapik,J0M 1G0,(819) 929-3361,(819) 929-3520,,CPE,40.0,5.0,CR,,,
5608,CENTRE DE LA PETITE ENFANCE SUCRE D'ORGE,10 - Nord-du-Québec,"53, rue des Trembles",Lebel-sur-Quévillon,J0Y 1X0,(819) 755-4055,(819) 755-4066,,CPE,49.0,5.0,CR,,,
5609,LE CENTRE DE LA PETITE ENFANCE DES P'TITS MARINGOUINS,10 - Nord-du-Québec,"99, rue Rupert",Matagami,J0Y 2A0,(819) 739-2854,,cpe.maringouins@gmail.com,CPE,29.0,10.0,CR,,,
5610,CENTRE DE LA PETITE ENFANCE AWASH / AWASH CHILD CARE CENTER (JONATHAN CENTRE),10 - Nord-du-Québec,"104, rue St-John Poste restante",Mistissini,G0W 1C0,,,pnorquay@cra.qc.ca,CPE,80.0,10.0,CR,,,
5611,CENTRE DE LA PETITE ENFANCE AWASH / AWASH CHILDCARE CENTER (AMANDA CENTRE),10 - Nord-du-Québec,"115, rue Amanda Poste restante",Mistissini,G0W 1C0,(418) 923-2453,(418) 923-2253,pnorquay@cra.qc.ca,CPE,80.0,22.0,CR,,,
5612,CENTRE DE LA PETITE ENFANCE AWASH / AWASH CHILDCARE CENTER (MARYAN CENTRE),10 - Nord-du-Québec,"9, rue Cheno",Mistissini,G0W 1C0,,,pnorquay@cra.qc.ca,CPE,80.0,10.0,CR,,,
5613,CENTRE DE LA PETITE ENFANCE SHE SHE GUIN,10 - Nord-du-Québec,"10, route Lakeshore",Nemaska,J0Y 3B0,(819) 673-2232,,pnorquay@cra.qc.ca,CPE,63.0,12.0,CR,,,
5614,CENTRE DE LA PETITE ENFANCE WASPSHOOYAN/WASPSHOOYAN KANOWAYEMASOOKAMOUK,10 - Nord-du-Québec,"15, rue Wastawshkootaw",Oujé-Bougoumou,G0W 3C0,(418) 745-2526,,pnorquay@cra.qc.ca,CPE,70.0,20.0,CR,,,
5615,CENTRE DE LA PETITE ENFANCE SARLIATAUVIK - ARQSUIVIK,10 - Nord-du-Québec,",   C.P. 347",Puvirnituq,J0M 1P0,,,,CPE,80.0,10.0,CR,,,
5616,CENTRE DE LA PETITE ENFANCE SARLIATAUVIK/SARLIATAUVIK CHILD CARE CENTER,10 - Nord-du-Québec,",   C.P. 347",Puvirnituq,J0M 1P0,(819) 988-2565,(819) 988-2090,,CPE,80.0,10.0,CR,,,
5617,CENTRE DE LA PETITE ENFANCE KAMATTSIAVIK / KAMATTSIAVIK CHILD CARE CENTRE,10 - Nord-du-Québec,", QUAQTAQ",Quaqtaq,J0M 1J0,(819) 492-9337,,,CPE,30.0,5.0,CR,,,
5618,CENTRE DE LA PETITE ENFANCE TASIURSIVIK,10 - Nord-du-Québec,",   C.P. 330",Salluit,J0M 1S0,(819) 255-8048,(819) 255-8031,ualaku@tasiursivik.ca,CPE,60.0,10.0,CR,,,
5619,CENTRE DE LA PETITE ENFANCE TASIURSIVIK - PIRURSIAK,10 - Nord-du-Québec,",   C.P. 168",Salluit,J0M 1S0,,,,CPE,80.0,10.0,CR,,,
5620,CENTRE DE LA PETITE ENFANCE QULLIAPIK,10 - Nord-du-Québec,",   C.P. 54",Tasiujaq,J0M 1T0,(819) 633-5301,,,CPE,29.0,5.0,CR,,,
5621,CENTRE DE LA PETITE ENFANCE AMAUTIK,10 - Nord-du-Québec,",   C.P. 57",Umiujaq,J0M 1Y0,(819) 331-7933,(819) 331-7935,,CPE,30.0,5.0,CR,,,
5622,CENTRE DE LA PETITE ENFANCE ET À LA FAMILLE WAASESKUN,10 - Nord-du-Québec,"7, rue Kaapitakanush Meskanuu",Waskaganish,J0M 1R0,(819) 895-2828,(819) 895-2830,pnorquay@cra.qc.ca,CPE,70.0,12.0,CR,,,
5623,CENTRE DE LA PETITE ENFANCE ET À LA FAMILLE WAASESKUN,10 - Nord-du-Québec,"7, rue Shuushuuhkuo",Waskaganish,J0M 1R0,(819) 795-2828,,pnorquay@cra.qc.ca,CPE,70.0,12.0,CR,,,
5624,CENTRE DE LA PETITE ENFANCE AWAASH SHIISHIIKUNKAMIK,10 - Nord-du-Québec,"2A, rue Spruce C.P. 17",Waswanipi,J0Y 3C0,(819) 753-2623,(819) 753-2964,pnorquay@cra.qc.ca,CPE,70.0,10.0,CR,,,
5625,CENTRE DE LA PETITE ENFANCE AWAASH SHIISHIIKUNKAMIK,10 - Nord-du-Québec,"51, rue Pine",Waswanipi,J0Y 3C0,(819) 753-2623,,pnorquay@cra.qc.ca,CPE,70.0,15.0,CR,,,
5626,CENTRE DE LA PETITE ENFANCE KANAWHYMIGOO,10 - Nord-du-Québec,"1, Kanawhymigoo",Wemindji,J0M 1L0,(819) 978-3605,(819) 978-3630,pnorquay@cra.qc.ca,CPE,75.0,13.0,CR,,,
5627,CENTRE DE LA PETITE ENFANCE KANAWHYMIGOO,10 - Nord-du-Québec,"24, rue Spruce",Wemindji,J0M 1L0,(819) 978-0360,(819) 978-3630,pnorquay@cra.qc.ca,CPE,80.0,20.0,CR,,,
5628,CENTRE DE LA PETITE ENFANCE AWASH ESTCHEES / AWASH ESTCHEES CHILDCARE CENTRE,10 - Nord-du-Québec,"420, rue B C.P. 423",Whapmagoostui,J0M 1G0,(819) 929-3395,(819) 929-3547,pnorquay@cra.qc.ca,CPE,80.0,12.0,CR,,,
5629,CENTRE DE LA PETITE ENFANCE DE LA BAIE,11 - Gaspésie - Îles-de-la-Madeleine,"101, avenue de Grand-Pré",Bonaventure,G0C 1E0,(418) 534-2242,(418) 534-2703,cpebaie@globetrotter.net,CPE,47.0,5.0,CR,,,
5630,CENTRE DE LA PETITE ENFANCE LA MARÉE MONTANTE,11 - Gaspésie - Îles-de-la-Madeleine,"37, rue Notre-Dame Ouest",Cap-Chat,G0J 1E0,(418) 786-2021,(418) 786-2303,direction@cpemm.ca,CPE,21.0,5.0,CR,,,
5631,CENTRE DE LA PETITE ENFANCE LA RAMEE,11 - Gaspésie - Îles-de-la-Madeleine,"52, chemin de Gros-Cap",Cap-aux-Meules,G4T 1K8,(418) 986-4590,(418) 986-6970,direction.cpelaramee@tlb.sympatico.ca,CPE,60.0,0.0,CR,,,
5632,AUX JOYEUX MARMOTS,11 - Gaspésie - Îles-de-la-Madeleine,"123, rue de la Montagne",Carleton-Saint-Omer,G0C 1J0,(418) 364-1428,(418) 364-1429,direction@auxjoyeuxmarmots.com,CPE,39.0,5.0,CR,,,
5633,"CENTRE DE LA PETITE ENFANCE ""LA BELLE JOURNÉE"" INC.",11 - Gaspésie - Îles-de-la-Madeleine,"692, avenue de l'Hôtel-de-Ville",Chandler,G0C 1K0,(418) 689-6889,(418) 689-4986,dgbellejournee@hotmail.com,CPE,62.0,10.0,CR,,,
5634,"CENTRE DE LA PETITE ENFANCE ""CHEZ MA TANTE""",11 - Gaspésie - Îles-de-la-Madeleine,"568, chemin des Caps",Fatima,G4T 2S8,(418) 986-5586,(418) 986-5586,admin@cpechezmatante.org,CPE,60.0,10.0,CR,,,
5635,CPE DES BUTINEURS,11 - Gaspésie - Îles-de-la-Madeleine,"96, rue Jacques-Cartier",Gaspé,G4X 2S8,(418) 368-4117,(418) 368-7003,cpedesbutineurs@cegepgim.ca,CPE,31.0,5.0,CR,,,
5636,CPE DES BUTINEURS,11 - Gaspésie - Îles-de-la-Madeleine,"203, boulevard York Ouest",Gaspé,G4X 0E8,"(418) 368-4117, poste 1",,cpedesbutineurs@cegepgim.ca,CPE,73.0,15.0,CR,,,
5637,GARDERIE COCCINELLE ARC-EN-CIEL ENR.,11 - Gaspésie - Îles-de-la-Madeleine,"18, montée Rivière-Morris",Gaspé,G4X 5M4,(418) 269-5465,(418) 269-5555,cathyblouin@hotmail.com,GARD,23.0,5.0,CR,,,
5638,LA NACELLE DES MERVEILLES,11 - Gaspésie - Îles-de-la-Madeleine,"68, rue Bolduc",Gaspé,G4X 1G2,(418) 368-5650,,cpemaisondesenfants@globetrotter.net,CPE,42.0,9.0,CR,,,
5639,LE VOILIER ENCHANTÉ,11 - Gaspésie - Îles-de-la-Madeleine,"484, montée de Wakeham",Gaspé,G4X 1Y6,(418) 368-5650,(418) 368-5117,cpemaisondesenfants@globetrotter.net,CPE,70.0,10.0,CR,,,
5640,CENTRE DE LA PETITE ENFANCE GESGAPEGIAG,11 - Gaspésie - Îles-de-la-Madeleine,"35B, rue Main",Gesgapegiag,G0C 1Y0,(418) 759-5759,(418) 759-5788,lalaq24@hotmail.com,CPE,36.0,5.0,CR,,,
5641,"CENTRE DE LA PETITE ENFANCE ""LA BELLE JOURNÉE"" INC.",11 - Gaspésie - Îles-de-la-Madeleine,"111, rue du Parc",Grande-Rivière,G0C 1V0,(418) 385-1437,(418) 385-1438,dgbellejournee@hotmail.com,CPE,39.0,5.0,CR,,,
5642,CENTRE DE LA PETITE ENFANCE LA RAMÉE- INSTALLATION 2,11 - Gaspésie - Îles-de-la-Madeleine,"239, chemin Chiasson",L'Étang-du-Nord,G4T 3K7,(418) 937-4650,(418) 986-6970,direction.cpelaramee@tlb.sympatico.ca,CPE,10.0,10.0,CR,,,
5643,CENTRE DE LA PETITE ENFANCE MAWO'LTIJIG MIJJUAJI'G,11 - Gaspésie - Îles-de-la-Madeleine,"8, promenade Pacific",Listuguj,G0C 2R0,(418) 788-2553,(418) 788-2603,mawo_ltijig@globetrotter.net,CPE,65.0,10.0,CR,,,
5644,CENTRE DE LA PETITE ENFANCE DE LA BAIE,11 - Gaspésie - Îles-de-la-Madeleine,"453, rue des Chardonnerets",Maria,G0C 1Y0,(418) 759-3191,(418) 759-3189,cpebaie@globetrotter.net,CPE,60.0,10.0,CR,,,
5645,LE VAISSEAU DE MES SOUVENIRS,11 - Gaspésie - Îles-de-la-Madeleine,"640, avenue des Pionnières",Murdochville,G0E 1W0,(418) 360-5564,(418) 763-2578,cpemaisondesenfants@globetrotter.net,CPE,13.0,3.0,CR,,,
5646,CENTRE DE LA PETITE ENFANCE DE LA BAIE,11 - Gaspésie - Îles-de-la-Madeleine,"135, rue du Curé-Miville",New Richmond,G0C 2B0,(418) 392-6833,(418) 392-7380,direction.cpepoucepousse@globetrotter.net,CPE,55.0,5.0,CR,,,
5647,CENTRE DE LA PETITE ENFANCE DE LA BAIE,11 - Gaspésie - Îles-de-la-Madeleine,"114, chemin Campbell",New Richmond,G0C 2B0,(418) 392-6833,(418) 392-7380,direction.cpepoucepousse@globetrotter.net,CPE,44.0,10.0,CR,,,
