,Unnamed: 0,facility,type,community,agegroups,district,address,operator,num_spaces,age,licence_status
377,377,Halte scolaire Krok Soleil,Part-time Centre,Edmundston,School-age,Francophone Nord-Ouest,99  rue   Martin   Edmundston E3V 2M7 (506) 739-5455,Francyne Thriault,60,School-age,Active
378,378,Halte Scolaire La Dcouverte,Part-time Centre,Tracadie-Sheila,School-age,Francophone Nord-Est,3120  rue   Principale   Tracadie-Sheila E1X 1A2 (506) 395-5420,CENTRE DE DVELOPPEMENT DE L'ENFANT INC.,27,School-age,Active
379,379,Halte scolaire La Girouette,Part-time Centre,Saint-Isidore,School-age,Francophone Nord-Est,3953  boulevard   Des Fondateurs   Saint-Isidore E8M 1C1 (506) 358-1183,Julie Morais-Chiasson,45,School-age,Active
380,380,Halte scolaire la Ribambelle en Folie Lte,Part-time Centre,Saint-Lonard,School-age,Francophone Nord-Ouest,40  rue   De L'cole   Saint-Lonard E7E 1Y6 (506) 423-6401,Centre de la petite enfance (CPE) La ribambelle en folie Lte,60,School-age,Active
381,381,Halte Scolaire l'Arc-en-ciel,Part-time Centre,Caraquet,School-age,Francophone Nord-Est,220  boulevard   St-Pierre Ouest   Caraquet E1W 1A5 (506) 727-6737,CENTRE D'ANIMATION L'ARC-EN-CIEL,28,School-age,Active
382,382,Halte Scolaire Le Domaine,Part-time Centre,Petit-Rocher,School-age,Francophone Nord-Est,636  rue   Principale   Petit-Rocher E8J 1T7 (506) 544-5080,Garderie Mini-Sol inc.,25,School-age,Active
383,383,Halte Scolaire Le Tremplin,Part-time Centre,Tracadie-Sheila,School-age,Francophone Nord-Est,520  rue   De L'glise   Tracadie-Sheila E1X 1B1 (506) 394-3494,Caftria Amis du Tremplin Inc,60,School-age,Active
384,384,Halte scolaire l'Envole,Part-time Centre,Shippagan,School-age,Francophone Nord-Est,135  rue   de l'cole   Shippagan E8S 3H1 (506) 336-3024,HALTE SCOLAIRE DE L'COLE L'ENVOLE,25,School-age,Active
385,385,Halte scolaire Les Abeilles,Part-time Centre,Tracadie-Sheila,School-age,Francophone Nord-Est,635  rue   de l'glise   Tracadie-Sheila E1X 1B1 (506) 394-5985,HALTE SCOLAIRE LES ABEILLES,60,School-age,Active
386,386,Halte scolaire Les Amis de la Passerelle,Part-time Centre,Pont-Landry,School-age,Francophone Nord-Est,5067  Route   160   Pont-Landry E1X 2V5 (506) 397-1984,NANCY BULGER,30,School-age,Active
387,387,Halte Scolaire l'Escale des Jeunes,Part-time Centre,Bas-Caraquet,School-age,Francophone Nord-Est,2930  rue   Morais   Bas-Caraquet E1W 6A8 (506) 727-7044,A. B. A. C. A. INC,20,School-age,Active
388,388,Halte scolaire L'Univers des Petits,Part-time Centre,Paquetville,School-age,Francophone Nord-Est,1191  rue   des Fondateurs   Paquetville E8R 1A9 (506) 764-2978,Chantal Mainville,60,School-age,Active
389,389,Halte scolaire Rivire-Verte,Part-time Centre,Rivire-Verte,Preschool,Francophone Nord-Ouest,4  rue   De L'Ecole   Rivire-Verte E7C 2R5 (506) 263-5035,Les Haltes Scolaires et Pr-Maternelles Arc-En-Ciel Inc.,23,"Preschool, School-age",Active
390,390,Halte scolaire Saint-Joseph,Part-time Centre,Saint-Joseph-de-Madawaska,School-age,Francophone Nord-Ouest,562  chemin   Toussaint   Saint-Joseph-de-Madawaska E7B 2T8 (506) 263-5035,Les Haltes Scolaires et Pr-Maternelles Arc-En-Ciel Inc.,25,School-age,Active
391,391,Halte scolaire St-Basile,Part-time Centre,Saint-Basile,School-age,Francophone Nord-Ouest,247  rue   Principale   Saint-Basile E7C 1H7 (506) 263-5035,Les Haltes Scolaires et Pr-Maternelles Arc-En-Ciel Inc.,60,School-age,Active
392,392,Halte-scolaire Les Futur(e)s Ados,Home,Caraquet,School-age,Francophone Nord-Est,76  chemin   St-Simon   Caraquet E1W 1B3 (506) 727-6433,HALTE-SCOLAIRE LES FUTUR(E)S ADOS,9,School-age,Active
393,393,HAMILTON HOMESTYLE CLUBHOUSE,Full-time Centre,Saint John,Preschool,Anglophone South,70  Gault   Road Saint John E2M 5H2 (506) 652-9822,HAMILTON HOMESTYLE DAYCARE LTD.,24,Preschool,Active
394,394,HAMILTON HOMESTYLE DAYCARE,Full-time Centre,Saint John,Infant,Anglophone South,70  Gault   Road Saint John E2M 5H2 (506) 652-9822,HAMILTON HOMESTYLE DAYCARE LTD.,55,"Infant, Preschool, School-age",Active
395,395,HANDS ON LEARNING ACADEMY,Full-time Centre,Riverview,Infant,Anglophone East,120  Trites   Road Riverview E1B 2V7 (506) 857-4263,Hands On Learning Centre Inc.,44,"Infant, Preschool",Active
396,396,Hands on Learning Center Moncton,Full-time Centre,Moncton,Infant,Anglophone East,15  Granville   Drive Moncton E1C 3G5 (506) 859-4263,Cassel Enterprises Ltd.,59,"Infant, Preschool, School-age",Active
397,397,HANDS ON LEARNING CENTER MONCTON PRESCHOOL,Full-time Centre,Moncton,Infant,Anglophone East,2181  Mountain   Road Moncton E1G 1B6 (506) 877-4263,Cassel Enterprises Ltd.,39,"Infant, Preschool",Active
398,398,HANDS ON LEARNING CENTER MONCTON SCHOOL AGE,Part-time Centre,Moncton,School-age,Anglophone East,2181  Mountain   Road Moncton E1G 1B6 (506) 877-4263,Cassel Enterprises Ltd.,43,School-age,Active
399,399,HANDS ON LEARNING CENTER RIVERVIEW,Part-time Centre,Riverview,School-age,Anglophone East,330  Pine Glen   Road Riverview E1B 1V6 (506) 383-4263,Hands On Learning Centre Inc.,49,School-age,Active
400,400,HANDS ON LEARNING ENRICHMENT CENTRE,Full-time Centre,Moncton,Infant,Anglophone East,2282  Mountain   Road Moncton E1G 1B4 (506) 878-4263,Cassel Enterprises Ltd.,54,"Infant, Preschool",Active
401,401,HAPPY CLOWN AFTER SCHOOL CENTRE,Part-time Centre,Quispamsis,School-age,Anglophone South,21  Pettingill   Road Quispamsis E2E 6B1 (506) 849-4396,HAPPY CLOWN DAYCARE LTD.,55,School-age,Active
402,402,HAPPY CLOWN DAYCARE,Full-time Centre,Quispamsis,Infant,Anglophone South,21  Pettingill   Road Quispamsis E2E 6B1 (506) 849-4386,HAPPY CLOWN DAYCARE LTD.,55,"Infant, Preschool, School-age",Active
403,403,Happy Faces Home Childcare,Home,Fredericton,Infant,Anglophone West,282  Rainsford   Lane Fredericton E3B 7T2 (506) 455-5469,Nouhad Soffee,6,"Infant, Preschool, School-age",Active
404,404,Happy little faces Preschool and Afterschool program,Part-time Centre,Beresford,Preschool,Anglophone North,807  Principale   rue Beresford E8K 1V7 (506) 783-4825,GARDERIE HAPPY LITTLE FACES DAY CARE INC,28,"Preschool, School-age",Active
405,405,Henry Park Recreation Centre After School Program,Part-time Centre,Fredericton,School-age,Anglophone West,248  Medley   Street Fredericton E3A 3B3 (506) 472-5112,Fredericton Boys and Girls Club Inc.,60,School-age,Active
406,406,HERE WE GROW EARLY LEARNING & CHILDCARE CENTER,Full-time Centre,Salisbury,Preschool,Anglophone East,13  Chad   Crescent Salisbury E4J 3N4 (506) 372-9459,HERE WE GROW EARLY LEARNING & CHILDCARE CENTRE INC.,25,Preschool,Active
407,407,Here We Grow Little Learners,Full-time Centre,Salisbury,Infant,Anglophone East,57  Boyd   Street Salisbury E4J 2A6 (506) 372-9459,Here We Grow Little Learners Inc.,22,"Infant, Preschool",Active
408,408,HERE WE GROW YOUTH CENTER,Part-time Centre,Salisbury,School-age,Anglophone East,55  Douglas   Street Salisbury E4J 2B4 (506) 372-9459,HERE WE GROW EARLY LEARNING & CHILDCARE CENTRE INC.,60,School-age,Active
409,409,HOME WITH A HEART DAY CARE,Full-time Centre,Moncton,Infant,Anglophone East,2051  Mountain   Road Moncton E1G 1B1 (506) 384-8682,SUTHERLAND CHILDCARE CENTERS INC.,40,"Infant, Preschool",Active
410,410,Inspired Learning Academy,Full-time Centre,Oromocto,Preschool,Anglophone West,201 281  Restigouche   Road Oromocto E2V 2H2 (506) 471-3421,Tonya Chedore,20,"Preschool, School-age",Active
411,411,I-Play Athletic 2,Part-time Centre,Moncton,School-age,Anglophone East,77  Hildegard   Drive Moncton E1G 0Z6 (506) 862-0910,I-PLAY ATHLETICS INC.,15,School-age,Active
412,412,I-PLAY ATHLETICS,Part-time Centre,Moncton,School-age,Anglophone East,77  Hildegard   Drive Moncton E1G 0Z6 (506) 381-7119,I-PLAY ATHLETICS INC.,60,School-age,Active
413,413,ISLAND VIEW SCHOOL COMMUNITY CENTRE,Part-time Centre,Saint John,School-age,Anglophone South,496  Ridge   Row Saint John E2M 4A1 (506) 674-2095,ISLAND VIEW SCHOOL COMMUNITY COMPUTER CENTRE,51,School-age,Active
414,414,JANIE'S AFTERSCHOOL PROGRAM,Part-time Centre,Quispamsis,School-age,Anglophone South,372  Hampton   Road Quispamsis E2E 4T8 (506) 847-2646,JANIE'S KID ZONE INC.,52,School-age,Active
415,415,JANIE'S KID ZONE INC.,Full-time Centre,Quispamsis,Infant,Anglophone South,301  Hampton   Road Quispamsis E2E 4N1 (506) 849-0123,JANIE'S KID ZONE INC.,60,"Infant, Preschool",Active
416,416,JD Tae Kwon Do,Part-time Centre,Moncton,School-age,Anglophone East,445  Elmwood   Drive Moncton E1A 2X2 (506) 860-7215,JD Taekwondo Inc,60,School-age,Active
417,417,JENNY BEAR DAYCARE,Home,Moncton,Infant,Anglophone East,50  Courteney   Street Moncton E1C 9L2 (506) 232-4950,JENNIFER BURNS,6,"Infant, Preschool, School-age",Active
418,418,Jilly Beans Day Care,Full-time Centre,Hanwell,Preschool,Anglophone West,37  Michael   Avenue Hanwell E3C 2A5 (506) 455-2231,Jilly Beans Child Care Ltd,45,"Preschool, School-age",Active
419,419,Jodi McArthurs Home Day Care,Home,Douglas,Infant,Anglophone West,15  Grand Pass   Court Douglas E3G 7X3,JODI MCARTHUR,6,"Infant, Preschool, School-age",Active
420,420,JOY Preschool,Part-time Centre,Hartland,Preschool,Anglophone West,349  Main   Street Hartland E7P 2N1 (506) 375-4302,JOY Preschool,20,Preschool,Active
421,421,JUMPIN JAX DAYCARE,Home,Moncton,Preschool,Anglophone East,160  Shannon   Drive Moncton E1G 2G6 (506) 204-2032,FRANCESCA PHILLIPS,6,"Preschool, School-age",Active
422,422,Jungle Tales Daycare,Home,Lincoln,Infant,Anglophone West,208  Garden Grove   Road Lincoln E3B 7G8 (506) 260-5246,Nicki Lyons,6,"Infant, Preschool, School-age",Active
423,423,JUST FOR BIG KIDZ AFTER SCHOOL PROGRAM,Part-time Centre,St Stephen,Preschool,Anglophone South,12  Princess Street   Street St Stephen E3L 2E4 (506) 465-8484,JUST FOR BIG KIDZ AFTER SCHOOL PROGRAM,35,"Preschool, School-age",Active
424,424,JUST FOR KIDZ CHILD DEVELOPMENT CENTRE,Full-time Centre,St. Stephen,Infant,Anglophone South,14  Porter   Street St. Stephen E3L 2M7 (506) 465-8484,JUST FOR KIDZ CHILD DEVELOPMENT CENTRE,43,"Infant, Preschool, School-age",Active
425,425,JUST KIDS DAYCARE CENTRE,Full-time Centre,Miramichi,Preschool,Anglophone North,296  Radio   Street Miramichi E1V 2W5 (506) 622-3041,JUST KIDS PRE-SCHOOL INC,60,"Preschool, School-age",Active
426,426,KACIE'S EARLY LEARNING CHILDCARE CENTRE INC,Full-time Centre,Miramichi,Infant,Anglophone North,4  Chipman   Street Miramichi E1V 7M6 (506) 773-5437,KACIE'S EARLY LEARNING AND CARE CENTER INC,54,"Infant, Preschool",Active
427,427,Karabear's Childcare,Home,Burton,School-age,Anglophone West,119  Gilbert   Drive Burton E2V 0B2 (506) 292-9047,Kara Lyn English,9,School-age,Active
428,428,KAREN'S LEARNING CENTER,Home,Moncton,Infant,Anglophone East,91  Queen Mary   Road Moncton E1A 3P4 (506) 859-2491,KAREN YOUNG-COMPTON,6,"Infant, Preschool, School-age",Active
429,429,KARLIE'S AFTER SCHOOL CLUB,Full-time Centre,Miramichi,Preschool,Anglophone North,285  Campbell   Street Miramichi E1V 1R4 (506) 773-5437,KARLIE'S AFTER SCHOOL CLUB INC,60,"Preschool, School-age",Active
430,430,Katie Bee's Children's Center,Full-time Centre,Keswick Ridge,Infant,Anglophone West,200  Crocks Point   Road Keswick Ridge E6L 1T5 (506) 363-5537,Katie Bee's Children's Center Inc.,33,"Infant, Preschool",Active
431,431,Katie Bee's Children's Center II,Full-time Centre,Keswick Ridge,Preschool,Anglophone West,18  616   Highway Keswick Ridge E6L 1R6 (506) 363-5537,Katie Bee's Children's Center Inc.,53,"Preschool, School-age",Active
432,432,KID ZONE 3,Part-time Centre,Quispamsis,School-age,Anglophone South,187  Pettingill   Road Quispamsis E2E 3S8 (506) 849-0123,JANIE'S KID ZONE INC.,55,School-age,Active
433,433,KID ZONE K-PARK AFTER SCHOOL PROGRAM,Part-time Centre,Rothesay,School-age,Anglophone South,10  Broadway   Street Rothesay E2H 1B2 (506) 849-0123,JANIE'S KID ZONE INC.,45,School-age,Active
434,434,KID ZONE LAKEFIELD AFTER SCHOOL PROGRAM,Part-time Centre,Quispamsis,School-age,Anglophone South,9  Kensington   Avenue Quispamsis E2E 2T8 (506) 849-0123,JANIE'S KID ZONE INC.,42,School-age,Active
435,435,KID ZONE TOO!,Part-time Centre,Quispamsis,Preschool,Anglophone South,15  Sugarmaple   Lane Quispamsis E2E 4N2 (506) 849-0123,JANIE'S KID ZONE INC.,47,"Preschool, School-age",Active
436,436,KIDDIE COVE PRESCHOOL AND DAYCARE,Full-time Centre,Wilsons Beach,Preschool,Anglophone South,1722  774   Route Wilsons Beach E5E 1K7 (506) 752-7000,KIDDIE COVE PRESCHOOL AND DAYCARE,36,"Preschool, School-age",Active
437,437,Kids Come 1st,Home,Oromocto,Infant,Anglophone West,49  Knowlton   Crescent Oromocto E2V 4T1 (506) 357-5262,Anita Labrosse,6,"Infant, Preschool, School-age",Active
438,438,Kids Kan Afterschool Program,Part-time Centre,Oromocto,School-age,Anglophone West,66  Miramichi   Road Oromocto E2V 1S2 (506) 357-5437,Baby Steps Daycare Inc.,30,School-age,Active
439,439,Kids Korner/Au Coin Des Petits,Full-time Centre,Bathurst,Preschool,Anglophone North,558  King   Avenue Bathurst E2A 1P7 (506) 548-0440,Bathurst Aquatic Center,41,"Preschool, School-age",Active
440,440,Kids Korral Day Care,Full-time Centre,Fredericton,Infant,Anglophone West,55  Corbett   Avenue Fredericton E3A 3X3 (506) 472-1268,Kids Korral Day Care (2017) Inc.,49,"Infant, Preschool",Active
441,441,Kids Korral Day Care After School Club,Part-time Centre,Fredericton,School-age,Anglophone West,55  Corbett   Avenue Fredericton E3A 3X3,Kids Korral Day Care (2017) Inc.,47,School-age,Active
442,442,Kidz K'nect Afterschool,Part-time Centre,Fredericton,School-age,Anglophone West,101  George   Street Fredericton E3B 1J2 (506) 470-5241,KIDZ K'NECT AFTERSCHOOL INC.,30,School-age,Active
443,443,KIDZONE,Full-time Centre,Moncton,Preschool,Anglophone East,2051  Mountain   Road Moncton E1G 1B1 (506) 383-8682,SUTHERLAND CHILDCARE CENTERS INC.,30,"Preschool, School-age",Active
444,444,Kinderland Daycare Centre,Full-time Centre,Fredericton,Preschool,Anglophone West,170  Canada   Street Fredericton E3A 3Z8 (506) 453-0193,Kinderland Daycare Centre (2001) Ltd.,40,"Preschool, School-age",Active
445,445,Kinderland Infant Care,Full-time Centre,Fredericton,Infant,Anglophone West,168  Canada   Street Fredericton E3A 3Z8 (506) 453-0193,Kinderland Daycare Centre (2001) Ltd.,9,Infant,Active
446,446,KINDERTOTS AFTER SCHOOL PROGRAM,Part-time Centre,Miramichi,School-age,Anglophone North,24  Nordin   Lane Miramichi E1V 5N2 (506) 622-4992,KINDERTOTS CHILDREN CENTRE INC.,45,School-age,Active
447,447,KINDERTOTS AFTER SCHOOL TOO,Part-time Centre,Miramichi,Preschool,Anglophone North,12  Howard   Street Miramichi E1N 0C4 (506) 210-2442,KINDERTOTS CHILDREN CENTRE INC.,30,"Preschool, School-age",Active
448,448,KINDERTOTS CHILDREN'S CENTRE,Full-time Centre,Miramichi,Infant,Anglophone North,122  Hutchison   Drive Miramichi E1V 6B2 (506) 778-3936,KINDERTOTS CHILDREN CENTRE INC.,60,"Infant, Preschool",Active
449,449,KINGS VALLEY EARLY EDUCATION CENTRE I,Full-time Centre,Quispamsis,Infant,Anglophone South,332  Hampton   Road Quispamsis E2E 4S9 (506) 847-5343,KINGS VALLEY EARLY EDUCATION CENTRE,56,"Infant, Preschool",Active
450,450,KINGS VALLEY EARLY EDUCATION CENTRE II,Full-time Centre,Quispamsis,Preschool,Anglophone South,332  Hampton   Road Quispamsis E2E 4S9 (506) 847-5343,KINGS VALLEY EARLY EDUCATION CENTRE,60,"Preschool, School-age",Active
451,451,Kingsclear First Nation Daycare,Full-time Centre,Kingsclear First Nation,Infant,Anglophone West,712  Church   Street Kingsclear First Nation E3E 1K8 (506) 363-4047,Kingsclear First Nation Daycare,33,"Infant, Preschool",Active
452,452,KINGSWOOD ACADEMY 1,Full-time Centre,Moncton,Preschool,Anglophone East,1535  Ryan   Street Moncton E1G 2V4 (506) 869-8980,610687 NB INC.,31,Preschool,Active
453,453,KINGSWOOD ACADEMY 2,Part-time Centre,Moncton,Preschool,Anglophone East,1535  Ryan   Street Moncton E1G 2V4 (506) 869-8980,610687 NB INC.,60,"Preschool, School-age",Active
454,454,KINGSWOOD ACADEMY 3,Full-time Centre,Moncton,Infant,Anglophone East,1535  Ryan   Street Moncton E1G 2V4 (506) 869-8980,610687 NB INC.,48,"Infant, Preschool",Active
455,455,KINGSWOOD ACADEMY 4,Part-time Centre,Moncton,School-age,Anglophone East,1530  Ryan   Street Moncton E1G 2V3 (506) 869-8980,610687 NB INC.,30,School-age,Active
456,456,KINGSWOOD ACADEMY 5,Full-time Centre,Moncton,Preschool,Anglophone East,1535  Ryan   Street Moncton E1G 2V4 (506) 869-8980,610687 NB INC.,52,"Preschool, School-age",Active
457,457,Kountry Kids Clubhouse,Part-time Centre,Blackville,Preschool,Anglophone North,30  Alcorn   avenue Blackville E9E 1Y2 (506) 625-3388,LISA ASTLE,15,"Preschool, School-age",Active
458,458,KOUNTRY KIDS EARLY LEARNING AND CARE,Full-time Centre,Sunny Corner,Infant,Anglophone North,236  Northwest   Road Sunny Corner E9E 1K8 (506) 836-7722,LISA ASTLE,15,"Infant, Preschool, School-age",Active
459,459,KREATIVE KIDS,Full-time Centre,Moncton,Preschool,Anglophone East,2041  Mountain   Road Moncton E1G 1B1 (506) 384-1904,SUTHERLAND CHILDCARE CENTERS INC.,38,"Preschool, School-age",Active
460,460,KROK SOLEIL '' MAISON'' Enr.,Part-time Centre,Edmundston,School-age,Francophone Nord-Ouest,34  avenue   37 Ime   Edmundston E3V 2W7 (506) 739-5455,Francyne Thriault,60,School-age,Active
461,461,La Boussole I,Full-time Centre,Richibucto,Preschool,Francophone Sud,45  rue   Morgan   Richibucto E4W 4E8 (506) 523-7724,"La Boussole, Centre de la petite enfance et de la famille de Richibucto Inc.",60,Preschool,Active
462,462,LA BOUSSOLE II,Full-time Centre,Saint-Louis-De-Kent,Preschool,Francophone Sud,3 49  rue   du Collge   Saint-Louis-De-Kent E4X 1C2 (506) 876-9185,"La Boussole, Centre de la petite enfance et de la famille de Richibucto Inc.",40,Preschool,Active
463,463,LA BOUSSOLE III,Full-time Centre,Richibucto,Infant,Francophone Sud,52  rue   High   Richibucto E4W 5M8 (506) 524-9088,"La Boussole, Centre de la petite enfance et de la famille de Richibucto Inc.",25,"Infant, Preschool",Active
464,464,LA BOUSSOLE IV,Part-time Centre,Saint-Louis-De-Kent,School-age,Francophone Sud,3 49  rue   du Collge   Saint-Louis-De-Kent E4X 1C2 (506) 523-7724,"La Boussole, Centre de la petite enfance et de la famille de Richibucto Inc.",30,School-age,Active
465,465,La Boussole V,Part-time Centre,Richibucto,School-age,Francophone Sud,149  rue   Acadie   Richibucto E4W 4E8 (506) 521-1705,"La Boussole, Centre de la petite enfance et de la famille de Richibucto Inc.",30,School-age,Active
466,466,LA GARDERIE CHEZ ANNIE ET SES AMIS,Home,Shediac,School-age,Francophone Sud,121  avenue   Smith   Shediac E4P 2S8 (506) 351-0394,ANNIE DROLET,9,School-age,Active
467,467,LA GARDERIE CHEZ MARTINE,Full-time Centre,Dieppe,Infant,Francophone Sud,78  rue   Mathilde   Dieppe E1A 7V2 (506) 855-6988,MARTINE PAULIN,15,"Infant, Preschool, School-age",Active
468,468,La Garderie Chouette,Home,Fredericton,Infant,Francophone Sud,138  Street   Willis   Fredericton E3A 5H3 (506) 457-5517,La Garderie Chouette Ltd.,6,"Infant, Preschool, School-age",Active
469,469,LA GARDERIE JE JOUE ET J'APPRENDS,Full-time Centre,Shediac,Infant,Francophone Sud,172  Street   Main   Shediac E4P 2C9 (506) 532-1444,LA GARDERIE JE JOUE ET J'APPRENDS INC.,60,"Infant, Preschool, School-age",Active
470,470,La Garderie la Sagouine et ses p'tits acadien Inc.,Full-time Centre,Bouctouche,Infant,Francophone Sud,73  rue   Mclaughlin   Bouctouche E4S 3P3 (506) 743-5099,La Garderie la Sagouine et ses p'tits acadiens Inc.,32,"Infant, Preschool, School-age",Active
471,471,La garderie Les Chatouilles,Home,Sainte-Marie-Saint-Raphal,Infant,Francophone Nord-Est,859  rue   Ste-Marie   Sainte-Marie-Saint-Raphal E8T 1S9 (506) 888-4742,LA GARDERIE LES CHATOUILLES,6,"Infant, Preschool, School-age",Active
472,472,LA GARDERINADE,Part-time Centre,Dieppe,School-age,Francophone Sud,158  rue   Albini   Dieppe E1A 1T7 (506) 855-4947,NADIA Mallais,15,School-age,Active
473,473,La Garde'rire-Centre ducatif de Cocagne,Full-time Centre,Cocagne,Infant,Francophone Sud,4783  route   134   Cocagne E4R 2Y2 (506) 345-1800,La Garde'rire-Centre ducatif de Cocagne Inc.,58,"Infant, Preschool, School-age",Active
474,474,LA P'TITE ECOLE,Home,New Maryland,Infant,Francophone Sud,102  Avenue   Confederation   New Maryland E3C 1E5 (506) 474-1034,TINA BRASSEUR,6,"Infant, Preschool, School-age",Active
475,475,LA P'TITE GARDERIE DE STE. ANNE,Full-time Centre,Sainte-Anne-de-Kent,Infant,Francophone Sud,7554  Route   134   Sainte-Anne-de-Kent E4S 1H2 (506) 743-6038,673717 NB INC.,25,"Infant, Preschool, School-age",Active
476,476,LA P'TITE GARDERIE D'EN HAUT,Part-time Centre,Sainte-Anne-de-Kent,School-age,Francophone Sud,7554  Route   134   Sainte-Anne-de-Kent E4S 1H2 (506) 743-6038,673717 NB INC.,24,School-age,Active
477,477,La Valle des Dcouvreurs,Full-time Centre,Quispamsis,Preschool,Francophone Sud,  Road   Quispamsis   Quispamsis E2E 0R7 (506) 847-6283,Association Rgionale Communaut Francophone Saint-Jean Inc.,60,Preschool,Active
478,478,LADY BUG PLAY CENTER,Part-time Centre,Moncton,School-age,Anglophone East,260  Crowley Farm   Road Moncton E1A 7P8 (506) 381-1411,BERNICE VINACCO,15,School-age,Active
479,479,LANEY'S PLAYSCHOOL,Home,Riverview,Infant,Anglophone East,125  Hillview   Avenue Riverview E1B 1M1 (506) 871-6806,ELAINE QUIRING,6,"Infant, Preschool, School-age",Active
480,480,Laura's Learning Garden,Home,Fredericton,Infant,Anglophone West,5  Meadow Green   Court Fredericton E3B 5L8 (506) 260-5147,Laura MacFadzen,6,"Infant, Preschool, School-age",Active
481,481,Le Centre ducatif des aventuriers limite,Full-time Centre,Memramcook,Infant,Francophone Sud,531  chemin   La Montain   Memramcook E4K 1H1 (506) 758-9611,Jacques Bourgeois,37,"Infant, Preschool, School-age",Active
482,482,LE CENTRE PARASCOLAIRE LA GARDRISSON,Part-time Centre,Dieppe,School-age,Francophone Sud,421  chemin   Melanson   Dieppe E1A 1A5 (506) 859-4010,La Garderisson Inc.,58,School-age,Active
483,483,LE CENTRE PRSCOLAIRE LA GARDRISSON INC.,Full-time Centre,Dieppe,Preschool,Francophone Sud,705  chemin   Melanson   Dieppe E1A 7N8 (506) 859-4010,La Garderisson Inc.,60,"Preschool, School-age",Active
484,484,LE CHTEAU DES BOUTS CHOUX,Full-time Centre,Shediac,Preschool,Francophone Sud,469  Street   Main   Shediac E4P 2C2 (506) 532-9286,NATALIE HELPS,18,"Preschool, School-age",Active
485,485,LE CLUB ANNA MALENFANT 2,Part-time Centre,Dieppe,School-age,Francophone Sud,500  rue   Centrale   Dieppe E1A 6V7 (506) 383-8470,LE GARDE AMIS INC.,30,School-age,Active
486,486,LE CLUB STE THRSE,Part-time Centre,Dieppe,School-age,Francophone Sud,500  rue   Notre-Dame   Dieppe E1A 5C2 (506) 855-7417,LE GARDE AMIS INC.,54,School-age,Active
487,487,LE COIN DES PETITES SOURIS,Full-time Centre,Richibucto,Preschool,Francophone Sud,9573  rue   Main   Richibucto E4W 4C3 (506) 523-7477,LE COIN DES PETITES SOURIS LIMITEE,24,"Preschool, School-age",Active
488,488,LE GARDE AMIS,Part-time Centre,Dieppe,School-age,Francophone Sud,401  chemin   Melanson   Dieppe E1A 1A5 (506) 857-1098,LE GARDE AMIS INC.,60,School-age,Active
489,489,LE GAROUSSI,Part-time Centre,Moncton,School-age,Francophone Sud,101  Avenue   Gross   Moncton E1C 7H3 (506) 858-0185,LE GAROUSSI INC.,60,School-age,Active
490,490,LE JARDIN DU SOLEIL 2016,Full-time Centre,Shediac Bridge,Preschool,Francophone Sud,3894  Route   134   Shediac Bridge E4R 1T7 (506) 532-1337,La Garderie le Jardin du Soleil (2016) Inc.,60,"Preschool, School-age",Active
491,491,LE JOUGARDI INC.,Part-time Centre,Moncton,School-age,Francophone Sud,210  Drive   Erinvale   Moncton E1A 9T4 (506) 856-5950,LE JOUGARDI INC.,56,School-age,Active
492,492,LE PAVILLON DU SOMMET,Part-time Centre,Moncton,School-age,Francophone Sud,701  Street   Ryan   Moncton E1G 5R2 (506) 382-3282,LE GAROUSSI INC.,60,School-age,Active
493,493,LE PAVILLON DU SOMMET 2,Part-time Centre,Moncton,School-age,Francophone Sud,701  Street   Ryan   Moncton E1G 5R2 (506) 382-3282,LE GAROUSSI INC.,30,School-age,Active
494,494,Learn With Me Childcare,Home,Fredericton Junction,Infant,Anglophone West,257  Sunbury   Drive Fredericton Junction E5L 1S3 (506) 368-1091,JENNIFER BARRIEAU,6,"Infant, Preschool, School-age",Active
495,495,Learning Ladder Afterschoolers,Part-time Centre,Hampton,School-age,Anglophone South,9 361  Wiliam Bell   Drive Hampton E5N 6B4 (506) 832-9091,691916 NB INC.,13,School-age,Active
496,496,LEARNING LADDER EARLY EDUCATION CENTRE,Full-time Centre,Hampton,Infant,Anglophone South,361  William Bell   Drive Hampton E5N 6B4 (506) 832-9091,691916 NB INC.,59,"Infant, Preschool, School-age",Active
497,497,L'colo-Halte,Part-time Centre,Grande-Anse,School-age,Francophone Nord-Est,261  rue   Acadie   Grande-Anse E8N 1B1 (506) 732-3295,L'COLO-HALTE,25,School-age,Active
498,498,L'nergicentre,Full-time Centre,Val-d'Amour,Preschool,Francophone Nord-Est,1  rue   de l'Ecole   Val-d'Amour E3N 5E1 (506) 753-3596,La Garderie les Dbrouillard(e)s de Val DAmour INC.,60,"Preschool, School-age",Active
499,499,Les 30 Watts,Part-time Centre,Fredericton,School-age,Francophone Sud,715  Street   Priestman   Fredericton E3B 5W7 (506) 458-9915,Au p'tit monde de franco Inc.,60,School-age,Active
500,500,LES AMI(E)S  NANETTE,Home,Cocagne,Infant,Francophone Sud,5337  Route   134   Cocagne E4R 2Z1 (506) 576-2580,NANETTE NOEL,6,"Infant, Preschool, School-age",Active
501,501,Les amis  Julie,Home,Sainte-Anne Gloucester Co,Infant,Francophone Nord-Est,2567  Road   Sainte-Anne   Sainte-Anne Gloucester Co E2A 6Z5 (506) 546-5699,Julie Hickey,6,"Infant, Preschool, School-age",Active
